row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023) (*),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023) (*),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023) (*),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023) (*),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023) (*),,
Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,,
Cho vay,Công ty Cổ phần Tập đoàn Masan > Cho vay,Cho vay,-,258.600.000.000,,258600000000.0
Thu hồi khoản cho vay,Công ty Cổ phần Tập đoàn Masan > Thu hồi khoản cho vay,Thu hồi khoản cho vay,-,2.921.350.000.000,,2921350000000.0
Thu nhập lãi cho vay và trái phiếu,Công ty Cổ phần Tập đoàn Masan > Thu nhập lãi cho vay và trái phiếu,Thu nhập lãi cho vay và trái phiếu,-,93.417.470.235,,93417470235.0
Bán hàng hóa,Công ty Cổ phần Tập đoàn Masan > Bán hàng hóa,Bán hàng hóa,1.371.885.955,1.990.582.759,1371885955.0,1990582759.0
Chia sẻ chi phí,Công ty Cổ phần Tập đoàn Masan > Chia sẻ chi phí,Chia sẻ chi phí,1.454.859.080,2.069.039.582,1454859080.0,2069039582.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,,
"Phí hỗ trợ bán hàng và vận chuyển, hỗ trợ quản lý và công nghệ thông tin","Công ty Cổ phần Hàng tiêu dùng Masan > Phí hỗ trợ bán hàng và vận chuyển, hỗ trợ quản lý và công nghệ thông tin","Phí hỗ trợ bán hàng và vận chuyển, hỗ trợ quản lý và công nghệ thông tin",114.774.825.357,28.441.589.649,114774825357.0,28441589649.0
Phí phân phối,Công ty Cổ phần Hàng tiêu dùng Masan > Phí phân phối,Phí phân phối,60.884.244.040,-,60884244040.0,
Mua hàng hóa,Công ty Cổ phần Hàng tiêu dùng Masan > Mua hàng hóa,Mua hàng hóa,7.713.898.088,4.041.398.047,7713898088.0,4041398047.0
Bán hàng hóa,Công ty Cổ phần Hàng tiêu dùng Masan > Bán hàng hóa,Bán hàng hóa,806.211.428,233.479.761.040,806211428.0,233479761040.0
Bán tài sản cố định,Công ty Cổ phần Hàng tiêu dùng Masan > Bán tài sản cố định,Bán tài sản cố định,420.913.690,-,420913690.0,
Trả nợ gốc vay,Công ty Cổ phần Hàng tiêu dùng Masan > Trả nợ gốc vay,Trả nợ gốc vay,-,188.000.000.000,,188000000000.0
Chi phí lãi vay,Công ty Cổ phần Hàng tiêu dùng Masan > Chi phí lãi vay,Chi phí lãi vay,-,1.211.671.233,,1211671233.0
Chi phí thuê,Công ty Cổ phần Hàng tiêu dùng Masan > Chi phí thuê,Chi phí thuê,-,2.494.058.454,,2494058454.0
Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,,
Bán hàng hóa,Công ty TNHH Một Thành viên Công nghiệp Masan > Bán hàng hóa,Bán hàng hóa,135.211.610.895,24.356.242.821,135211610895.0,24356242821.0
Mua hàng hóa và dịch vụ,Công ty TNHH Một Thành viên Công nghiệp Masan > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,108.399.080.474,22.705.806.256,108399080474.0,22705806256.0
Phí quản lý,Công ty TNHH Một Thành viên Công nghiệp Masan > Phí quản lý,Phí quản lý,6.962.809.514,965.529.126,6962809514.0,965529126.0
Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,,
Bán hàng hóa,Công ty TNHH Một Thành viên Masan HD > Bán hàng hóa,Bán hàng hóa,631.275.000,866.738.100,631275000.0,866738100.0
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,,
Bán hàng hóa,Công ty TNHH Một Thành viên Masan MB > Bán hàng hóa,Bán hàng hóa,28.525.561.650,5.632.579.240,28525561650.0,5632579240.0
Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,,
Bán hàng hóa,Công ty TNHH Một Thành viên Masan HG > Bán hàng hóa,Bán hàng hóa,10.965.668.798,3.307.432.960,10965668798.0,3307432960.0
