row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2023 VND > 537.654.818,Phát sinh VND > 266.953.669.595,Nộp VND > (66.681.769.758),Cán trừ/ Phân loại lại/ Hoàn lại VND > (193.074.051.459),31/12/2023 VND > 7.735.503.196,numeric__1/1/2023 VND > 537.654.818,numeric__Phát sinh VND > 266.953.669.595,numeric__Nộp VND > (66.681.769.758),numeric__Cán trừ/ Phân loại lại/ Hoàn lại VND > (193.074.051.459),numeric__31/12/2023 VND > 7.735.503.196
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,8.736.003.333,10.601.256.893,(3.544.492.662),-,15.792.767.564,8736003333.0,10601256893.0,-3544492662.0,,15792767564.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.042.281.832,32.435.454.372,(30.779.982.014),(2.694.498.327),4.003.255.863,5042281832.0,32435454372.0,-30779982014.0,-2694498327.0,4003255863.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,1.652.252.674,(1.652.252.674),-,-,,1652252674.0,-1652252674.0,,
Thuế khác và phải nộp khác,Thuế khác và phải nộp khác,Thuế khác và phải nộp khác,-,11.412.063.032,(11.547.420.632),135.357.600,-,,11412063032.0,-11547420632.0,135357600.0,
,,,14.315.939.983,323.054.696.566,(114.205.917.740),(195.633.192.186),27.531.526.623,14315939983.0,323054696566.0,-114205917740.0,-195633192186.0,27531526623.0
