row_label_raw,row_label_full,Tài sản cố định hữu hình (Thuyết minh 13) > Tài sản cố định vô hình (Thuyết minh 15),Giá trị ghi số > 31/12/2023VND > 1.776.677.011.099 > 127.296.560,Giá trị ghi số > 1/1/2023VND > 3.483.333.862.249 > 6.162.988.585,numeric__Giá trị ghi số > 31/12/2023VND > 1.776.677.011.099 > 127.296.560,numeric__Giá trị ghi số > 1/1/2023VND > 3.483.333.862.249 > 6.162.988.585
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,-,52.086.880.399,,52086880399.0
Chi phí trả trước (Thuyết minh 17),Chi phí trả trước (Thuyết minh 17),Chi phí trả trước (Thuyết minh 17),403.289.810.919,518.505.438.596,403289810919.0,518505438596.0
