row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,12.496.520.121.298,8.937.017.722.367,,100.0,,12496520121298.0,8937017722367.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,586.545.559.539,881.189.688.014,,110.0,4.0,586545559539.0,881189688014.0
1.,1.,1.,Tiền,111,,586.545.559.539,402.189.688.014,,111.0,,586545559539.0,402189688014.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,479.000.000.000,,112.0,,,479000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,9.464.000.000.000,5.385.000.000.000,,120.0,5.0,9464000000000.0,5385000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,9.464.000.000.000,5.385.000.000.000,,123.0,,9464000000000.0,5385000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,505.681.599.650,498.808.741.525,,130.0,,505681599650.0,498808741525.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,128.228.279.686,253.517.305.809,,131.0,6.0,128228279686.0,253517305809.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,225.888.262.810,54.795.972.621,,132.0,7.0,225888262810.0,54795972621.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,534.933.070.513,414.622.832.649,,136.0,8.0,534933070513.0,414622832649.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(383.368.013.359),(224.127.369.554),,137.0,9.0,-383368013359.0,-224127369554.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.573.860.869.357,1.790.818.021.530,,140.0,10.0,1573860869357.0,1790818021530.0
1.,1.,1.,Hàng tồn kho,141,,1.573.865.081.240,1.813.223.437.892,,141.0,,1573865081240.0,1813223437892.0
2.,2.,2.,Dự phòng giảm giả hàng tồn kho,149,,(4.211.883),(22.405.416.362),,149.0,,-4211883.0,-22405416362.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,366.432.092.752,381.201.271.298,,150.0,,366432092752.0,381201271298.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,11,8.488.679.271,33.445.778.200,,151.0,11.0,8488679271.0,33445778200.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,357.943.413.481,310.224.881.046,,152.0,,357943413481.0,310224881046.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,15,-,37.530.612.052,,153.0,15.0,,37530612052.0
