row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Board of Directors,Board of Directors,Board of Directors,Board of Directors,Board of Directors,,
Mr. Nguyen Xuan Hoa,Mr. Nguyen Xuan Hoa,Mr. Nguyen Xuan Hoa,"1,034,655,238",-,,
Mr. Phan Cong Thanh,Mr. Phan Cong Thanh,Mr. Phan Cong Thanh,"1,319,774,609",-,,
Mr. Trinh Van Khiem,Mr. Trinh Van Khiem,Mr. Trinh Van Khiem,"1,811,569,993","1,642,081,715",,
Mr. Nguyen Ngoc Anh,Mr. Nguyen Ngoc Anh,Mr. Nguyen Ngoc Anh,"881,947,000","109,481,454",,
Mr. Hoang Trong Dung,Mr. Hoang Trong Dung,Mr. Hoang Trong Dung,"683,413,306","1,856,544,776",,
Mr. Duong Tri Hoi,Mr. Duong Tri Hoi,Mr. Duong Tri Hoi,"998,276,101","1,733,053,856",,
Mr. Ho Quyet Thang,Mr. Ho Quyet Thang,Mr. Ho Quyet Thang,"1,420,709,988","608,951,838",,
Mr. Le Cu Tan,Mr. Le Cu Tan,Mr. Le Cu Tan,"654,488,819","1,889,993,078",,
Executive Board,Executive Board,Executive Board,Executive Board,Executive Board,,
Mr. Phan Cong Thanh,Mr. Phan Cong Thanh,Mr. Phan Cong Thanh,(*),(*),,
Mr. Dao Van Ngoc,Mr. Dao Van Ngoc,Mr. Dao Van Ngoc,"1,778,579,032","1,596,384,952",,
Ms. Tran Thi Phuong Thao,Ms. Tran Thi Phuong Thao,Ms. Tran Thi Phuong Thao,"1,819,923,721","1,733,053,856",,
Mr. Ta Quang Huy,Mr. Ta Quang Huy,Mr. Ta Quang Huy,"1,722,692,238","1,565,965,524",,
Mr. Vo Ngoc Phuong,Mr. Vo Ngoc Phuong,Mr. Vo Ngoc Phuong,"1,650,013,731","1,572,343,719",,
Mr. Cao Trung Kien,Mr. Cao Trung Kien,Mr. Cao Trung Kien,"1,415,001,469","1,671,906,909",,
Mr. Vu An,Mr. Vu An,Mr. Vu An,"92,920,455",-,,
Mr. Le Van Quoc Viet,Mr. Le Van Quoc Viet,Mr. Le Van Quoc Viet,"167,734,661","1,277,703,857",,
Ms. Le Thi Thu Huong,Ms. Le Thi Thu Huong,Ms. Le Thi Thu Huong,"392,988,321","1,433,213,856",,
