row_label_raw,row_label_full,ITEMS,Codes,Current year,Prior year,numeric__Codes,numeric__Current year,numeric__Prior year
III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,,,
1. Proceeds from borrowings,III. CASH FLOWS FROM FINANCING ACTIVITIES > 1. Proceeds from borrowings,1. Proceeds from borrowings,33,"5,052,141,976,529",,33.0,,
2. Repayment of borrowings,III. CASH FLOWS FROM FINANCING ACTIVITIES > 2. Repayment of borrowings,2. Repayment of borrowings,34,"(1,646,011,113,500)","(707,152,179,119)",34.0,,
3. Dividends and profits paid,III. CASH FLOWS FROM FINANCING ACTIVITIES > 3. Dividends and profits paid,3. Dividends and profits paid,36,"(782,516,698,600)","(2,738,880,797,100)",36.0,,
Net cash generated by/(used in) financing activities,III. CASH FLOWS FROM FINANCING ACTIVITIES > Net cash generated by/(used in) financing activities,Net cash generated by/(used in) financing activities,40,"2,623,614,164,429","(3,446,032,976,219)",40.0,,
Net decreases in cash (50=20+30+40),III. CASH FLOWS FROM FINANCING ACTIVITIES > Net decreases in cash (50=20+30+40),Net decreases in cash (50=20+30+40),50,"(297,828,117,518)","(926,219,690,263)",50.0,,
Cash and cash equivalents at the beginning of the year,III. CASH FLOWS FROM FINANCING ACTIVITIES > Cash and cash equivalents at the beginning of the year,Cash and cash equivalents at the beginning of the year,60,"881,189,688,014","1,808,047,736,004",60.0,,
Effects of changes in foreign exchange rates,III. CASH FLOWS FROM FINANCING ACTIVITIES > Effects of changes in foreign exchange rates,Effects of changes in foreign exchange rates,61,"3,183,989,043","(638,357,727)",61.0,,
Cash and cash equivalents at the end of the year (70=50+60+61),III. CASH FLOWS FROM FINANCING ACTIVITIES > Cash and cash equivalents at the end of the year (70=50+60+61),Cash and cash equivalents at the end of the year (70=50+60+61),70,"586,545,559,539","881,189,688,014",70.0,,
