row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Corporate Income tax expense based on taxable profit in the current year,Corporate Income tax expense based on taxable profit in the current year,Corporate Income tax expense based on taxable profit in the current year,"134,907,449,951",-,,
Adjustments for corporate income tax expense in previous years to the current year,Adjustments for corporate income tax expense in previous years to the current year,Adjustments for corporate income tax expense in previous years to the current year,-,"24,328,423,358",,
Total current corporate income tax expense,Total current corporate income tax expense,Total current corporate income tax expense,"134,907,449,951","24,328,423,358",,
