row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,5 - 25,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",3 - 15,
Phương tiện vận tải,"Máy móc, thiết bị > Phương tiện vận tải",Phương tiện vận tải,6,6.0
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,3 - 6,
Tài sản cổ định hữu hình khác,Tài sản cổ định hữu hình khác,Tài sản cổ định hữu hình khác,3 - 15,
