row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,5.129.790.048.862,1.597.410.685.121,,300.0,,5129790048862.0,1597410685121.0
I.,I.,I.,Nợ ngắn hạn,310,,5.088.741.536.466,1.450.935.483.122,,310.0,,5088741536466.0,1450935483122.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,18,701.974.749.955,793.815.596.415,,311.0,18.0,701974749955.0,793815596415.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,19,168.219.059.815,130.183.283.405,,312.0,19.0,168219059815.0,130183283405.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,51.153.338.302,3.628.717.232,,313.0,15.0,51153338302.0,3628717232.0
4.,4.,4.,Phải trả người lao động,314,,152.642.824.979,143.195.333.282,,314.0,,152642824979.0,143195333282.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,20,119.336.534.620,236.570.092.763,,315.0,20.0,119336534620.0,236570092763.0
6.,6.,6.,Phải trả ngắn hạn khác,319,21,181.017.109.572,50.008.881.377,,319.0,21.0,181017109572.0,50008881377.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,23,3.406.130.863.029,-,,320.0,23.0,3406130863029.0,
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,22,253.973.730.976,8.176.000.000,,321.0,22.0,253973730976.0,8176000000.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,54.293.325.218,85.357.578.648,,322.0,,54293325218.0,85357578648.0
II.,II.,II.,Nợ dải hạn,330,,41.048.512.396,146.475.201.999,,330.0,,41048512396.0,146475201999.0
1.,1.,1.,Phải trả dải hạn khác,337,21,2.664.458.000,1.667.700.000,,337.0,21.0,2664458000.0,1667700000.0
2.,2.,2.,Dự phòng phải trả dài hạn,342,22,-,102.177.312.389,,342.0,22.0,,102177312389.0
3.,3.,3.,Quỹ phát triển khoa học và công nghệ,343,,38.384.054.396,42.630.189.610,,343.0,,38384054396.0,42630189610.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,10.996.449.517.175,11.374.466.826.463,,400.0,,10996449517175.0,11374466826463.0
I.,I.,I.,Vốn chủ sở hữu,410,24,10.996.449.517.175,11.374.466.826.463,,410.0,24.0,10996449517175.0,11374466826463.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.914.000.000.000,3.914.000.000.000,,411.0,,3914000000000.0,3914000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.914.000.000.000,3.914.000.000.000,,,,3914000000000.0,3914000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,21.179.913.858,21.179.913.858,,412.0,,21179913858.0,21179913858.0
3.,3.,3.,Cổ phiếu quỹ,415,,(2.296.824.120),(2.296.824.120),,415.0,,-2296824120.0,-2296824120.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,4.546.954.375.352,4.546.954.375.352,,418.0,,4546954375352.0,4546954375352.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,2.516.612.052.085,2.894.629.361.373,,421.0,,2516612052085.0,2894629361373.0
,,,- Lợi nhuận sau thuế chưa phân phối lây kế đến cuối nôm trước,421a,,2.105.001.841.373,2.435.891.280.639,,,,2105001841373.0,2435891280639.0
,,,- Lợi nhuận sau thuế chưa phân phối nôm nay,421b,,411.610.210.712,458.738.080.734,,,,411610210712.0,458738080734.0
,,,TỔNG CỔNG NGUỒN VỐN (440=300+400),440,,16.126.239.566.037,12.971.877.511.584,,440.0,,16126239566037.0,12971877511584.0
