row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Sales of merchandise and services,Sales of merchandise and services,Sales of merchandise and services,Sales of merchandise and services,Sales of merchandise and services,,
Exported-sales,Exported-sales,Exported-sales,"10,491,683,154,848","10,571,145,772,872",,
Domestic sales,Domestic sales,Domestic sales,"1,570,263,837,111","998,572,055,737",,
,,,"12,061,946,991,959","11,569,717,828,609",,
Cost of sales of merchandise and services,Cost of sales of merchandise and services,Cost of sales of merchandise and services,Cost of sales of merchandise and services,Cost of sales of merchandise and services,,
Cost of goods exported,Cost of goods exported,Cost of goods exported,"9,148,083,439,657","9,319,382,248,232",,
Cost of domestic goods,Cost of domestic goods,Cost of domestic goods,"1,330,637,388,624","847,596,657,158",,
,,,"10,478,720,828,281","10,166,978,905,390",,
