row_label_raw,row_label_full,Số đầu năm > VNDGiá trị,Số đầu năm > VNDSố cókhả năng trả nợ,Số đầu năm > Tăng,Trong năm > VNDGiảm,Trong năm > VNDGiá trị,Số cuối năm > VNDSố cókhả năng trả nợ,numeric__Số đầu năm > VNDSố cókhả năng trả nợ,numeric__Số đầu năm > Tăng,numeric__Trong năm > VNDGiảm,numeric__Trong năm > VNDGiá trị,numeric__Số cuối năm > VNDSố cókhả năng trả nợ
-,-,-,-,2.286.345.560.776,685.511.113.500,1.600.834.447.276,1.600.834.447.276,,2286345560776.0,685511113500.0,1600834447276.0,1600834447276.0
-,-,-,-,1.525.241.275.879,892.000.000.000,633.241.275.879,633.241.275.879,,1525241275879.0,892000000000.0,633241275879.0,633241275879.0
-,-,-,-,841.055.139.874,69.000.000.000,772.055.139.874,772.055.139.874,,841055139874.0,69000000000.0,772055139874.0,772055139874.0
-,-,-,-,400.000.000.000,-,400.000.000.000,400.000.000.000,,400000000000.0,,400000000000.0,400000000000.0
-,-,-,-,5.052.641.976.529,1.646.511.113.500,3.406.130.863.029,3.406.130.863.029,,5052641976529.0,1646511113500.0,3406130863029.0,3406130863029.0
