row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,12.231.102.325.146,11.782.317.454.118,,1.0,,12231102325146.0,11782317454118.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,27,169.155.333.187,212.599.625.509,,2.0,27.0,169155333187.0,212599625509.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,12.061.946.991.959,11.569.717.828.609,,10.0,27.0,12061946991959.0,11569717828609.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,10.478.720.828.281,10.166.978.905.390,,11.0,27.0,10478720828281.0,10166978905390.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.583.226.163.678,1.402.738.923.219,,20.0,,1583226163678.0,1402738923219.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,398.549.539.613,514.154.297.322,,21.0,29.0,398549539613.0,514154297322.0
7.,7.,7.,Chi phí tài chính,22,30,63.595.446.142,67.781.225.733,,22.0,30.0,63595446142.0,67781225733.0
,,,- Trong đó: Chi phí lãi vay,23,,46.491.481.993,47.619.555.435,,23.0,,46491481993.0,47619555435.0
8.,8.,8.,Chi phí bán hàng,25,31,680.555.013.769,710.286.850.451,,25.0,31.0,680555013769.0,710286850451.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,626.551.274.343,429.680.915.830,,26.0,31.0,626551274343.0,429680915830.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,611.073.969.037,709.144.228.527,,30.0,,611073969037.0,709144228527.0
11.,11.,11.,Thu nhập khác,31,,11.519.110.836,8.786.705.678,,31.0,,11519110836.0,8786705678.0
12.,12.,12.,Chi phí khác,32,,7.560.621.237,9.153.062.731,,32.0,,7560621237.0,9153062731.0
13.,13.,13.,Lợi nhuận/(lỗ) khác (40=31-32),40,,3.958.489.599,(366.357.053),,40.0,,3958489599.0,-366357053.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,615.032.458.636,708.777.871.474,,50.0,,615032458636.0,708777871474.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,134.907.449.951,24.328.423.358,,51.0,32.0,134907449951.0,24328423358.0
16.,16.,16.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,32,(37.485.202.027),115.711.367.371,,52.0,32.0,-37485202027.0,115711367371.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,517.610.210.712,568.738.080.745,,60.0,,517610210712.0,568738080745.0
