row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,615.032.458.636,708.777.871.474,,1.0,615032458636.0,708777871474.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
2.,2. > 2.,2.,Khẩu hao tài sản cố định và bắt động sản đầu tư,02,386.283.021.970,394.327.941.371,,2.0,386283021970.0,394327941371.0
2.,2. > 2.,2.,Các khoản dự phòng,03,280.459.857.913,(423.204.632.982),,3.0,280459857913.0,-423204632982.0
2.,2. > 2.,2.,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,(3.064.957.906),764.179.887,,4.0,-3064957906.0,764179887.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(372.444.152.463),(506.324.436.242),,5.0,-372444152463.0,-506324436242.0
2.,2. > 2.,2.,Chỉ phí lãi vay,06,46.491.481.993,47.619.555.435,,6.0,46491481993.0,47619555435.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,952.757.710.143,221.960.478.943,,8.0,952757710143.0,221960478943.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,(218.831.531.248),(31.269.827.495),,9.0,-218831531248.0,-31269827495.0
3.,2. > 3.,3.,Thay đổi hàng tôn kho,10,240.497.516.135,1.822.954.814.541,,10.0,240497516135.0,1822954814541.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,79.565.968.001,(575.119.241.508),,11.0,79565968001.0,-575119241508.0
3.,2. > 3.,3.,Thay đổi chỉ phí trả trước,12,11.996.130.148,(23.858.742.752),,12.0,11996130148.0,-23858742752.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(44.733.256.830),(73.355.628.572),,14.0,-44733256830.0,-73355628572.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(54.067.136.419),(335.670.056.362),,15.0,-54067136419.0,-335670056362.0
3.,2. > 3.,3.,Tiền chỉ khác cho hoạt động kinh doanh,17,(148.269.388.644),(214.151.427.532),,17.0,-148269388644.0,-214151427532.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,818.916.011.286,791.490.369.263,,20.0,818916011286.0,791490369263.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỒNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chỉ mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(81.891.505.980),(232.102.371.410),,21.0,-81891505980.0,-232102371410.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,772.744,329.999.983,,22.0,772744.0,329999983.0
3.,II. > 3.,3.,"Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(17.258.000.000.000),(9.615.000.000.000),,23.0,-17258000000000.0,-9615000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,13.179.000.000.000,11.110.000.000.000,,24.0,13179000000000.0,11110000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,420.532.440.003,465.095.288.120,,27.0,420532440003.0,465095288120.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(3.740.358.293.233),1.728.322.916.693,,30.0,-3740358293233.0,1728322916693.0
