row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,123.086.610.651,137.645.570.721,123086610651.0,137645570721.0
Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,61.525.314.772,66.022.899.572,61525314772.0,66022899572.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,38.708.247.915,40.397.525.696,38708247915.0,40397525696.0
Các chi phí khác,Các chi phí khác,Các chi phí khác,22.853.047.964,31.225.145.453,22853047964.0,31225145453.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,186.714.659.686,212.543.315.829,186714659686.0,212543315829.0
Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,69.873.052.360,72.692.452.086,69873052360.0,72692452086.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,68.100.350.593,62.620.432.150,68100350593.0,62620432150.0
Phân bổ lợi thế kinh doanh và giá trị thương hiệu,Phân bổ lợi thế kinh doanh và giá trị thương hiệu,Phân bổ lợi thế kinh doanh và giá trị thương hiệu,-,26.675.228.100,,26675228100.0
Các chi phí khác,Các chi phí khác,Các chi phí khác,48.741.256.733,50.555.203.493,48741256733.0,50555203493.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,309.801.270.337,350.188.886.550,309801270337.0,350188886550.0
