row_label_raw,row_label_full,Ông Phạm Đức Trung,Trường ban,col_2,numeric__Trường ban,numeric__col_2
Bà Trần Thị Bích Thủy,Bà Trần Thị Bích Thủy,Bà Trần Thị Bích Thủy,Thành viên,,,
Bà Nguyễn Thị Tố Nga,Bà Nguyễn Thị Tố Nga,Bà Nguyễn Thị Tố Nga,Thành viên,,,
Ông Phạm Thế Nghĩa,Ông Phạm Thế Nghĩa,Ông Phạm Thế Nghĩa,Thành viên,,,
Bà Phùng Thị Tân Thanh,Bà Phùng Thị Tân Thanh,Bà Phùng Thị Tân Thanh,Thành viên,miễn nhiệm ngày 1 tháng 10 năm 2017,,
