row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,8.850.850.245.919,8.757.009.785.645,,221.0,8850850245919.0,8757009785645.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,(641.893.471.300),(520.324.767.060),,221.0,-641893471300.0,-520324767060.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,8.208.956.774.619,8.236.685.018.585,,221.0,8208956774619.0,8236685018585.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(6.865.886.954.441),(6.613.320.759.227),,23.0,-6865886954441.0,-6613320759227.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.343.069.820.178,1.623.364.259.358,,,1343069820178.0,1623364259358.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,18.025.805.334,79.246.184.835,,222.0,18025805334.0,79246184835.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(477.312.477.594) (311.657.116.852),(377.780.159.915) (347.362.703.816),,25.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(477.312.477.594) (311.657.116.852),(377.780.159.915) (347.362.703.816),,25.0,,
25,25,25,8. Chi phí bán hàng,24,(123.086.610.651),(137.645.570.721),,24.0,-123086610651.0,-137645570721.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(186.714.659.686),(212.543.315.829),,24.0,-186714659686.0,-212543315829.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,573.981.877.581,974.641.397.728,,,573981877581.0,974641397728.0
31,31,31,11. Thu nhập khác,26,32.199.089.870,45.660.697.552,,26.0,32199089870.0,45660697552.0
32,32,32,12. Chi phí khác,26,(231.551.237),(1.372.193.328),,26.0,-231551237.0,-1372193328.0
40,40,40,13. Lợi nhuận khác,,31.967.538.633,44.288.504.224,,,31967538633.0,44288504224.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,605.949.416.214,1.018.929.901.952,,,605949416214.0,1018929901952.0
51,51,51,15. Chi phí thuế TNDN hiện hành,28.1,(109.727.818.855),(208.067.666.439),,281.0,-109727818855.0,-208067666439.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,28.1,(4.691.763.895),(1.776.407.727),,281.0,-4691763895.0,-1776407727.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,491.529.833.464,809.085.827.786,,,491529833464.0,809085827786.0
