row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải thu ngắn hạn của khách hàng(Thuyết minh số 7),Phải thu ngắn hạn của khách hàng(Thuyết minh số 7),Phải thu ngắn hạn của khách hàng(Thuyết minh số 7),1.560.529.208,5.563.785.137,1560529208.0,5563785137.0
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,273.956.600,687.284.229,273956600.0,687284229.0
Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,530.514.520,812.757.758,530514520.0,812757758.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,116.009.345,74.053.568,116009345.0,74053568.0
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,640.048.743,3.989.689.582,640048743.0,3989689582.0
Phải thu ngắn hạn khác(Thuyết minh số 10),Phải thu ngắn hạn khác(Thuyết minh số 10),Phải thu ngắn hạn khác(Thuyết minh số 10),4.036.752.796,4.051.053.264,4036752796.0,4051053264.0
Công ty Cổ phần Lâm sản Forprodex,Công ty Cổ phần Lâm sản Forprodex,Công ty Cổ phần Lâm sản Forprodex,2.919.700.000,2.919.700.000,2919700000.0,2919700000.0
Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty Cổ phần Thương mại Lâm sản Hà Nội,935.811.705,935.811.705,935811705.0,935811705.0
Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,154.233.190,150.968.178,154233190.0,150968178.0
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,27.007.901,44.573.381,27007901.0,44573381.0
Phải trả người bán ngắn hạn(Thuyết minh số 21),Phải trả người bán ngắn hạn(Thuyết minh số 21),Phải trả người bán ngắn hạn(Thuyết minh số 21),-,147.281.455,,147281455.0
Công ty Cổ phần Kon Hà Nùng,Công ty Cổ phần Kon Hà Nùng,Công ty Cổ phần Kon Hà Nùng,-,133.861.455,,133861455.0
Công ty Cổ phần Formach,Công ty Cổ phần Formach,Công ty Cổ phần Formach,-,13.420.000,,13420000.0
Phải trả ngắn hạn khác(Thuyết minh số 25),Phải trả ngắn hạn khác(Thuyết minh số 25),Phải trả ngắn hạn khác(Thuyết minh số 25),-,1.656.510.793,,1656510793.0
Công ty Cổ phần Nguyên liệu giấy và gỗ Tân Thành,Công ty Cổ phần Nguyên liệu giấy và gỗ Tân Thành,Công ty Cổ phần Nguyên liệu giấy và gỗ Tân Thành,-,1.655.500.000,,1655500000.0
Công ty TNHH Ván dán OJI-Vinafor Bắc Giang,Công ty TNHH Ván dán OJI-Vinafor Bắc Giang,Công ty TNHH Ván dán OJI-Vinafor Bắc Giang,-,1.010.793,,1010793.0
Phải trả dài hạn khác(Thuyết minh số 25),Phải trả dài hạn khác(Thuyết minh số 25),Phải trả dài hạn khác(Thuyết minh số 25),1.215.535.680,1.215.535.680,1215535680.0,1215535680.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,1.215.535.680,1.215.535.680,1215535680.0,1215535680.0
