row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí công cụ dụng cụ chờ phân bổ,Ngắn hạn > Chi phí công cụ dụng cụ chờ phân bổ,Chi phí công cụ dụng cụ chờ phân bổ,1.029.719.447,1.180.443.616,1029719447.0,1180443616.0
Chi phí trả trước ngăn hạn khác,Ngắn hạn > Chi phí trả trước ngăn hạn khác,Chi phí trả trước ngăn hạn khác,1.071.886.589,3.036.659.025,1071886589.0,3036659025.0
,,,2.101.606.036,4.217.102.641,2101606036.0,4217102641.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công cụ dụng cụ xuất dùng chờ phân bổ,Dài hạn > Công cụ dụng cụ xuất dùng chờ phân bổ,Công cụ dụng cụ xuất dùng chờ phân bổ,1.998.074.455,5.089.546.279,1998074455.0,5089546279.0
Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Dài hạn > Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Giá trị tiềm năng phát triển và giá trị thương hiệu (*),14.869.864.992,20.408.021.001,14869864992.0,20408021001.0
Chi phí sửa chữa tài sản cố định,Dài hạn > Chi phí sửa chữa tài sản cố định,Chi phí sửa chữa tài sản cố định,6.451.028.064,9.219.526.764,6451028064.0,9219526764.0
Tiền thuê đất trả trước (**),Dài hạn > Tiền thuê đất trả trước (**),Tiền thuê đất trả trước (**),39.678.007.029,8.230.927.443,39678007029.0,8230927443.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,2.245.060.730,1.417.784.376,2245060730.0,1417784376.0
,,,65.242.035.270,44.365.805.863,65242035270.0,44365805863.0
