row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng (cổ phiếu),Số cuối năm > Giá trị (VND),Số cuối năm > Tỷ lệ quyền biểu quyết (%),Số đầu năm > Số lượng (cổ phiếu),Số đầu năm > Giá trị (VND),Số đầu năm > Tỷ lệ quyền biểu quyết (%),numeric__Số cuối năm > Số lượng (cổ phiếu),numeric__Số cuối năm > Giá trị (VND),numeric__Số cuối năm > Tỷ lệ quyền biểu quyết (%),numeric__Số đầu năm > Số lượng (cổ phiếu),numeric__Số đầu năm > Giá trị (VND),numeric__Số đầu năm > Tỷ lệ quyền biểu quyết (%)
Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,19.520,3.776.758.327,"13,01",19.520,3.776.758.327,"13,01",19520.0,3776758327.0,13.01,19520.0,3776758327.0,13.01
Công ty Cổ phần Vinafor Quảng Trị,Công ty Cổ phần Vinafor Quảng Trị,Công ty Cổ phần Vinafor Quảng Trị,105.000,1.190.175.000,"13,13",105.000,1.190.175.000,"13,13",105000.0,1190175000.0,13.13,105000.0,1190175000.0,13.13
Công ty Cổ phần Archi Reenco Hoà Bình,Công ty Cổ phần Archi Reenco Hoà Bình,Công ty Cổ phần Archi Reenco Hoà Bình,50.000,4.997.777.156,"5,00",50.000,4.997.777.156,"5,00",50000.0,4997777156.0,5.0,50000.0,4997777156.0,5.0
Công ty Cổ phần Cơ khí Lâm nghiệp Sài Gòn (*),Công ty Cổ phần Cơ khí Lâm nghiệp Sài Gòn (*),Công ty Cổ phần Cơ khí Lâm nghiệp Sài Gòn (*),170.894,3.169.651.235,"0,85",-,-,-,170894.0,3169651235.0,0.85,,,
,,,345.414,13.134.361.718,,174.520,9.964.710.483,,345414.0,13134361718.0,,174520.0,9964710483.0,
