row_label_raw,row_label_full,col_0,Số đầu nămVND,Số phải thu trong nămVND,Số đã thu trong nămVND,Số cuối nămVND,numeric__Số đầu nămVND,numeric__Số phải thu trong nămVND,numeric__Số đã thu trong nămVND,numeric__Số cuối nămVND
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
,,,285.670.461,1.296.187.960,(1.135.605.368),446.253.053,285670461.0,1296187960.0,-1135605368.0,446253053.0
Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),,,,
,,,570.070.701,1.461.815.750,(1.391.106.951),640.779.500,570070701.0,1461815750.0,-1391106951.0,640779500.0
"Thuế nhà đất, tiền thuê đất","Thuế thu nhập doanh nghiệp (*) > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,284.933.235,-,284.933.235,,284933235.0,,284933235.0
Thuế tài nguyên,Thuế thu nhập doanh nghiệp (*) > Thuế tài nguyên,Thuế tài nguyên,4.614.000,-,(4.614.000),-,4614000.0,,-4614000.0,
Các loại thuế khác,Thuế thu nhập doanh nghiệp (*) > Các loại thuế khác,Các loại thuế khác,-,17.380.720,-,17.380.720,,17380720.0,,17380720.0
,,,860.355.162,3.060.317.665,(2.531.326.319),1.389.346.508,860355162.0,3060317665.0,-2531326319.0,1389346508.0
