row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của cổ đông","III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của cổ đông","1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của cổ đông",31,-,3.764.670.000,31.0,,3764670000.0
2. Khoản nộp về quỹ Hỗ trợ sắp xếp doanh nghiệp phát sinh từ cổ phần hóa Tổng Công ty,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Khoản nộp về quỹ Hỗ trợ sắp xếp doanh nghiệp phát sinh từ cổ phần hóa Tổng Công ty,2. Khoản nộp về quỹ Hỗ trợ sắp xếp doanh nghiệp phát sinh từ cổ phần hóa Tổng Công ty,32,(46.548.893.851),(528.106.579.783),32.0,-46548893851.0,-528106579783.0
3. Tiền thu từ đi vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền thu từ đi vay,3. Tiền thu từ đi vay,33,548.285.169.345,567.523.131.563,33.0,548285169345.0,567523131563.0
4. Tiền trả nợ gốc vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Tiền trả nợ gốc vay,4. Tiền trả nợ gốc vay,34,(543.520.658.919),(594.215.018.912),34.0,-543520658919.0,-594215018912.0
5. Cổ tức trả cho cổ đông,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 5. Cổ tức trả cho cổ đông,5. Cổ tức trả cho cổ đông,36,(356.517.231.969),-,36.0,-356517231969.0,
6. Lợi nhuận nộp về ngân sách Nhà nước cho giai đoạn Tổng Công ty là doanh nghiệp Nhà nước,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 6. Lợi nhuận nộp về ngân sách Nhà nước cho giai đoạn Tổng Công ty là doanh nghiệp Nhà nước,6. Lợi nhuận nộp về ngân sách Nhà nước cho giai đoạn Tổng Công ty là doanh nghiệp Nhà nước,36,(38.711.648.661),(126.209.727.404),36.0,-38711648661.0,-126209727404.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(437.013.264.055),(677.243.524.536),40.0,-437013264055.0,-677243524536.0
Lưu chuyển tiền thuần trong năm (50=20+30+40),III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(67.249.500.599),85.747.841.718,50.0,-67249500599.0,85747841718.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,189.375.414.120,103.572.688.236,60.0,189375414120.0,103572688236.0
Tiền và tương đương tiền của Công ty TNHH MTV Ván dán Vinafor Bắc Giang tại ngày chuyển đổi thành công ty con,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền của Công ty TNHH MTV Ván dán Vinafor Bắc Giang tại ngày chuyển đổi thành công ty con,Tiền và tương đương tiền của Công ty TNHH MTV Ván dán Vinafor Bắc Giang tại ngày chuyển đổi thành công ty con,,1.363.569.331,-,,1363569331.0,
Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,61,23.041.771,54.884.166,61.0,23041771.0,54884166.0
Tiền và tương đương tiền cuối năm (70=50+60+61),III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,123.512.524.623,189.375.414.120,70.0,123512524623.0,189375414120.0
