row_label_raw,row_label_full,Bên vay > Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất > Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Số cuối năm VND > 9.271.475.500 > 1.482.880.000,Số đầu năm VND > 2.592.659.500 > 1.451.200.000,Kỳ hạn trả gốc và lãi > Gốc vay và lãi trả 06 tháng 1 lần > Đáo hạn ngày 30 tháng 9 năm 2019. Gốc vay và lãi trả 06 tháng 1 lần,Hình thức đảm bảo > Tín chấp,numeric__Số cuối năm VND > 9.271.475.500 > 1.482.880.000,numeric__Số đầu năm VND > 2.592.659.500 > 1.451.200.000,numeric__Kỳ hạn trả gốc và lãi > Gốc vay và lãi trả 06 tháng 1 lần > Đáo hạn ngày 30 tháng 9 năm 2019. Gốc vay và lãi trả 06 tháng 1 lần,numeric__Hình thức đảm bảo > Tín chấp
Công ty TNHH Văn dán OJI-Vinafor Bắc Giang (*),Công ty TNHH Văn dán OJI-Vinafor Bắc Giang (*),Công ty TNHH Văn dán OJI-Vinafor Bắc Giang (*),-,22.070.363.416,,,,22070363416.0,,
,,,10.754.355.500,26.114.222.916,,,10754355500.0,26114222916.0,,
