row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,289.891.136.558,398.886.069.568,289891136558.0,398886069568.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,35.665.979.700,60.219.486.776,35665979700.0,60219486776.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật,240.937.388.068,314.003.825.222,240937388068.0,314003825222.0
Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,6.507.051.597,5.627.825.195,6507051597.0,5627825195.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,6.322.380.829,6.847.044.859,6322380829.0,6847044859.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,454.700.000,937.125.000,454700000.0,937125000.0
Công ty Cổ phần Cờ Đỏ,Công ty Cổ phần Cờ Đỏ,Công ty Cổ phần Cờ Đỏ,3.636.364,71.754.545,3636364.0,71754545.0
Công ty TNHH Ván dán OJI - Vinafor Bắc Giang,Công ty TNHH Ván dán OJI - Vinafor Bắc Giang,Công ty TNHH Ván dán OJI - Vinafor Bắc Giang,-,9.566.893.180,,9566893180.0
Công ty Cổ phần 19/5 Đoan Hùng,Công ty Cổ phần 19/5 Đoan Hùng,Công ty Cổ phần 19/5 Đoan Hùng,-,79.953.637,,79953637.0
Công ty Cổ phần Sản xuất & Xuất nhập khẩu Lâm sản Naforimex Hà Nội,Công ty Cổ phần Sản xuất & Xuất nhập khẩu Lâm sản Naforimex Hà Nội,Công ty Cổ phần Sản xuất & Xuất nhập khẩu Lâm sản Naforimex Hà Nội,-,545.454,,545454.0
Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,-,1.531.615.700,,1531615700.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,149.602.334,888.296.333,149602334.0,888296333.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,149.602.334,216.887.522,149602334.0,216887522.0
Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,-,671.408.811,,671408811.0
Thu nợ gốc và lãi vay,Thu nợ gốc và lãi vay,Thu nợ gốc và lãi vay,1.647.357.181,4.996.301.634,1647357181.0,4996301634.0
Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,-,3.304.856.763,,3304856763.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,1.647.357.181,1.691.444.871,1647357181.0,1691444871.0
Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,7.611.275.790,685.938.873,7611275790.0,685938873.0
Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH Việt Nhật Chế biến gỗ và đảm gỗ Dung Quất,6.846.123.436,-,6846123436.0,
Công ty Cổ phần Kon Hà Nùng,Công ty Cổ phần Kon Hà Nùng,Công ty Cổ phần Kon Hà Nùng,605.595.600,538.712.868,605595600.0,538712868.0
Công ty Cổ phần Xuất nhập khẩu Lâm sản Sài Gòn,Công ty Cổ phần Xuất nhập khẩu Lâm sản Sài Gòn,Công ty Cổ phần Xuất nhập khẩu Lâm sản Sài Gòn,159.556.754,91.959.650,159556754.0,91959650.0
Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Naforimex Hà nội,Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Naforimex Hà nội,Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Naforimex Hà nội,-,55.266.355,,55266355.0
