row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,140.637.303.273,110.865.116.001,140637303273.0,110865116001.0
Chi phí khấu hao TSCĐ,Chi phí quản lý doanh nghiệp > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,13.822.037.907,16.088.309.532,13822037907.0,16088309532.0
"Thuế, phí và lệ phí","Chi phí quản lý doanh nghiệp > Thuế, phí và lệ phí","Thuế, phí và lệ phí",7.509.665.752,6.815.568.729,7509665752.0,6815568729.0
Chi phí đồ dùng văn phòng,Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,5.480.985.410,3.911.839.776,5480985410.0,3911839776.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",4.445.687.642,4.165.588.892,4445687642.0,4165588892.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,22.457.086.172,19.459.154.165,22457086172.0,19459154165.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp > Chi phí dự phòng,Chi phí dự phòng,8.310.038.897,12.354.070.854,8310038897.0,12354070854.0
Chi phí khác bằng tiền,Chi phí quản lý doanh nghiệp > Chi phí khác bằng tiền,Chi phí khác bằng tiền,43.157.010.756,40.600.691.080,43157010756.0,40600691080.0
,,,245.819.815.809,214.260.339.029,245819815809.0,214260339029.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"Chi phí nguyên liệu, vật liệu","Chi phí bán hàng > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",621.208.936,884.883.160,621208936.0,884883160.0
Chi phí nhân công,Chi phí bán hàng > Chi phí nhân công,Chi phí nhân công,28.067.017.050,29.570.095.839,28067017050.0,29570095839.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,41.684.003.466,41.086.360.592,41684003466.0,41086360592.0
Chi phí khấu hao TSCĐ,Chi phí bán hàng > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,560.276.934,257.586.128,560276934.0,257586128.0
Chi phí khác bằng tiền,Chi phí bán hàng > Chi phí khác bằng tiền,Chi phí khác bằng tiền,3.349.304.506,4.096.343.886,3349304506.0,4096343886.0
,,,74.281.810.892,75.895.269.605,74281810892.0,75895269605.0
