row_label_raw,row_label_full,col_0,Bàng cản đổi kế toán hợp nhất > Số cuối nămVND,Bàng cản đổi kế toán hợp nhất > Số đầu nămVND,Tăng trong năm không ảnh hưởng tới kết quả kinh doanh,Báo cáo kết quả hoạt động hợp nhất > Năm nayVND,Báo cáo kết quả hoạt động hợp nhất > Năm trướcVND,numeric__Bàng cản đổi kế toán hợp nhất > Số cuối nămVND,numeric__Bàng cản đổi kế toán hợp nhất > Số đầu nămVND,numeric__Tăng trong năm không ảnh hưởng tới kết quả kinh doanh,numeric__Báo cáo kết quả hoạt động hợp nhất > Năm nayVND,numeric__Báo cáo kết quả hoạt động hợp nhất > Năm trướcVND
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,,,,
Lợi nhuận hợp nhấtchưa thực hiệntrong năm,Tài sản thuế thu nhập hoãn lại > Lợi nhuận hợp nhấtchưa thực hiệntrong năm,Lợi nhuận hợp nhấtchưa thực hiệntrong năm,1.064.357.203,743.605.720,-,320.751.483,293.384.328,1064357203.0,743605720.0,,320751483.0,293384328.0
Thuế TNDN hoãn lạiđối với chênh lệchđánh giá lại tài sản(*),Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lạiđối với chênh lệchđánh giá lại tài sản(*),Thuế TNDN hoãn lạiđối với chênh lệchđánh giá lại tài sản(*),6.742.754.024,-,6.781.598.447,(38.844.423),-,6742754024.0,,6781598447.0,-38844423.0,
,,,7.807.111.227,743.605.720,6.781.598.447,281.907.060,293.384.328,7807111227.0,743605720.0,6781598447.0,281907060.0,293384328.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,,,,,
Điều chỉnh giảm các khoản dự phòng cho mục đích hợp nhấtbảo cáo tài chính(**),Thuế thu nhập hoãn lại phải trả > Điều chỉnh giảm các khoản dự phòng cho mục đích hợp nhấtbảo cáo tài chính(**),Điều chỉnh giảm các khoản dự phòng cho mục đích hợp nhấtbảo cáo tài chính(**),9.902.009.096,5.466.637.988,2.019.586.557,(2.415.784.551),(3.020.430.917),9902009096.0,5466637988.0,2019586557.0,-2415784551.0,-3020430917.0
,,,9.902.009.096,5.466.637.988,,(2.415.784.551),(3.020.430.917),9902009096.0,5466637988.0,,-2415784551.0,-3020430917.0
Chi phí thuế TNDN hoãn lại trong năm,Thuế thu nhập hoãn lại phải trả > Chi phí thuế TNDN hoãn lại trong năm,Chi phí thuế TNDN hoãn lại trong năm,Chi phí thuế TNDN hoãn lại trong năm,Chi phí thuế TNDN hoãn lại trong năm,Chi phí thuế TNDN hoãn lại trong năm,(2.133.877.491),(2.727.046.589),,,,-2133877491.0,-2727046589.0
