row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Đơn vị: VND Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị: VND Số đầu năm
C.,C.,C.,NỘ PHẢI TRÀ,300,,544.522.146.756,711.885.618.719,,300.0,,544522146756.0,711885618719.0
I.,I.,I.,Nợ ngắn hạn,310,,508.586.664.386,680.813.315.268,,310.0,,508586664386.0,680813315268.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,21,97.293.356.300,84.279.847.233,,311.0,21.0,97293356300.0,84279847233.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,22,13.542.810.205,30.584.951.046,,312.0,22.0,13542810205.0,30584951046.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,14,21.031.739.243,189.450.065.481,,313.0,14.0,21031739243.0,189450065481.0
I.,I.,I.,4. Phải trả người lao động,314,,71.476.974.701,50.042.948.456,,314.0,,71476974701.0,50042948456.0
I.,I.,I.,5. Chi phí phải trả ngắn hạn,315,23,22.761.679.560,20.975.779.928,,315.0,23.0,22761679560.0,20975779928.0
I.,I.,I.,6. Doanh thu chưa thực hiện ngắn hạn,318,24,7.980.702.580,7.597.829.324,,318.0,24.0,7980702580.0,7597829324.0
I.,I.,I.,7. Phải trả ngắn hạn khác,319,25,65.283.112.780,115.791.696.667,,319.0,25.0,65283112780.0,115791696667.0
I.,I.,I.,8. Vay và nợ thuê tài chính ngắn hạn,320,26,173.905.344.167,167.508.709.843,,320.0,26.0,173905344167.0,167508709843.0
I.,I.,I.,9. Dự phòng phải trả ngắn hạn,321,,100.000.000,-,,321.0,,100000000.0,
I.,I.,I.,"10. Quỹ khen thưởng, phúc lợi",322,,35.210.944.850,14.581.487.290,,322.0,,35210944850.0,14581487290.0
II.,II.,II.,Nợ dài hạn,330,,35.935.482.370,31.072.303.451,,330.0,,35935482370.0,31072303451.0
II.,II.,II.,1. Phải trả dài hạn khác,337,25,13.625.308.114,11.565.376.405,,337.0,25.0,13625308114.0,11565376405.0
II.,II.,II.,2. Vay và nợ thuê tài chính dài hạn,338,26,12.408.165.160,14.040.289.058,,338.0,26.0,12408165160.0,14040289058.0
II.,II.,II.,3. Thuế thu nhập hoãn lại phải trả,341,37,9.902.009.096,5.466.637.988,,341.0,37.0,9902009096.0,5466637988.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,5.451.928.658.887,4.995.298.308.608,,400.0,,5451928658887.0,4995298308608.0
I.,I.,I.,Vốn chủ sở hữu,410,27,5.450.629.238.762,4.994.197.531.298,,410.0,27.0,5450629238762.0,4994197531298.0
I.,I.,I.,1. Vốn góp của chủ sở hữu,411,,3.500.000.000.000,3.500.000.000.000,,411.0,,3500000000000.0,3500000000000.0
I.,I.,I.,2. Chênh lệch tỷ giá hồi đoái,417,,1.914.352.424,1.287.497.070,,417.0,,1914352424.0,1287497070.0
I.,I.,I.,3. Quỹ đầu tư phát triển,418,,41.161.985.950,4.988.594.208,,418.0,,41161985950.0,4988594208.0
I.,I.,I.,4. Quỹ khác thuộc vốn chủ sở hữu,420,,48.852.285,48.852.285,,420.0,,48852285.0,48852285.0
I.,I.,I.,5. Lợi nhuận sau thuế chưa phân phối,421,,1.836.543.411.401,1.418.743.755.351,,421.0,,1836543411401.0,1418743755351.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối năm trước,421a,,1.026.438.156.239,358.254.396.567,,,,1026438156239.0,358254396567.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,810.105.255.162,1.060.489.358.784,,,,810105255162.0,1060489358784.0
I.,I.,I.,6. Lợi ích cổ đông không kiểm soát,429,,70.960.636.702,69.128.832.384,,429.0,,70960636702.0,69128832384.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,1.299.420.125,1.100.777.310,,430.0,,1299420125.0,1100777310.0
II.,II.,II.,1. Nguyễn kinh phí,431,,474.728.537,137.587.738,,431.0,,474728537.0,137587738.0
II.,II.,II.,2. Nguyễn kinh phí đã hình thành tài sản cổ định,432,,824.691.588,963.189.572,,432.0,,824691588.0,963189572.0
