row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT,BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT,BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT,5 - 7,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẮT > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẮT,8,8.0
BÁO CÁO LƯU CHUYÊN TIỀN TỆ HỢP NHẮT,BÁO CÁO LƯU CHUYÊN TIỀN TỆ HỢP NHẮT,BÁO CÁO LƯU CHUYÊN TIỀN TỆ HỢP NHẮT,9 - 10,
THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẮT,11 - 57,
