row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020VND,Ngày 31 tháng 12năm 2019VND,numeric__Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2019VND
Phải thu dịch vụ CNTT,Phải thu dịch vụ CNTT,Phải thu dịch vụ CNTT,Phải thu dịch vụ CNTT,Phải thu dịch vụ CNTT,,
Bảo Việt Nhân thọ,Phải thu dịch vụ CNTT > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,49.475.591.284,2.397.974.800,49475591284.0,2397974800.0
Bảo hiểm Bảo Việt,Phải thu dịch vụ CNTT > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,21.186.321.442,1.456.121.420,21186321442.0,1456121420.0
BVF,Phải thu dịch vụ CNTT > BVF,BVF,505.701.477,513.506.699,505701477.0,513506699.0
BVSC,Phải thu dịch vụ CNTT > BVSC,BVSC,837.367.060,865.207.455,837367060.0,865207455.0
BVInvest,Phải thu dịch vụ CNTT > BVInvest,BVInvest,84.577.466,83.813.304,84577466.0,83813304.0
Bảo Việt Bank,Phải thu dịch vụ CNTT > Bảo Việt Bank,Bảo Việt Bank,940.364.214,937.940.854,940364214.0,937940854.0
,,,73.029.922.943,6.254.564.532,73029922943.0,6254564532.0
Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,,
BVInvest,Phải thu dịch vụ cho thuê văn phòng > BVInvest,BVInvest,650.443.773,2.189.165.540,650443773.0,2189165540.0
Công ty khác,Phải thu dịch vụ cho thuê văn phòng > Công ty khác,Công ty khác,51.282.000,47.971.000,51282000.0,47971000.0
,,,701.725.773,2.237.136.540,701725773.0,2237136540.0
,,,73.731.648.716,8.491.701.072,73731648716.0,8491701072.0
