row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31 tháng 12năm 2020VND,Cho năm tài chính kết thúc ngày 31 tháng 12năm 2019VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12năm 2020VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12năm 2019VND
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Chuyển tiền tăng vốn,(850.000.000.000),(1.150.000.000.000),,-850000000000.0,-1150000000000.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Lợi nhuận được nhận,520.160.000.000,927.529.358.389,,520160000000.0,927529358389.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Doanh thu dịch vụ CNTT,177.820.913.902,93.842.216.911,,177820913902.0,93842216911.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Doanh thu phí đào tạo,2.756.801.672,2.742.022.088,,2756801672.0,2742022088.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Thu từ phân bổ chi phí,2.780.784.988,3.358.906.227,,2780784988.0,3358906227.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Chi phí mua bảo hiểm,5.939.608.900,6.556.882.300,,5939608900.0,6556882300.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Chuyển tiền tăng vốn,-,(300.000.000.000),,,-300000000000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Lợi nhuận được nhận,48.405.000.000,61.217.196.023,,48405000000.0,61217196023.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Doanh thu dịch vụ CNTT,83.640.766.969,77.923.318.524,,83640766969.0,77923318524.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Doanh thu phí đào tạo,193.756.828,637.500.000,,193756828.0,637500000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Doanh thu cho thuê văn phòng,2.216.255.584,2.123.911.601,,2216255584.0,2123911601.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Thu từ phân bổ chi phí,2.780.784.988,3.358.906.227,,2780784988.0,3358906227.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Thu từ thanh lý tài sản,-,171.818.182,,,171818182.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Chi phí mua bảo hiểm,3.485.298.958,2.425.496.160,,3485298958.0,2425496160.0
BVF,Công ty con > BVF,BVF,Lợi nhuận được nhận,30.435.000.000,33.579.331.147,,30435000000.0,33579331147.0
BVF,Công ty con > BVF,BVF,Doanh thu dịch vụ CNTT,1.591.180.753,1.562.504.662,,1591180753.0,1562504662.0
BVF,Công ty con > BVF,BVF,Doanh thu phí đào tạo,12.000.000,252.000.000,,12000000.0,252000000.0
BVSC,Công ty con > BVSC,BVSC,Cổ tức được nhận,43.281.193.000,12.984.357.900,,43281193000.0,12984357900.0
BVSC,Công ty con > BVSC,BVSC,Doanh thu dịch vụ CNTT,3.045.329.432,3.146.570.960,,3045329432.0,3146570960.0
BVSC,Công ty con > BVSC,BVSC,Doanh thu phí đào tạo,16.000.000,27.700.000,,16000000.0,27700000.0
BVSC,Công ty con > BVSC,BVSC,Phí dịch vụ chứng khoán,(2.095.449.270),(533.275.206),,-2095449270.0,-533275206.0
BVInvest,Công ty con > BVInvest,BVInvest,Lợi nhuận được nhận,-,19.425.726.408,,,19425726408.0
BVInvest,Công ty con > BVInvest,BVInvest,Doanh thu dịch vụ CNTT,309.140.523,306.367.683,,309140523.0,306367683.0
BVInvest,Công ty con > BVInvest,BVInvest,Doanh thu phí đào tạo,-,20.000.000,,,20000000.0
BVInvest,Công ty con > BVInvest,BVInvest,Doanh thu cho thuê văn phòng và khai thác bãi xe,60.707.599.174,61.422.725.504,,60707599174.0,61422725504.0
BVInvest,Công ty con > BVInvest,BVInvest,Chi phí quản lý tòa nhà và thủ lao ủy thác cho thuê văn phòng,(6.283.601.336),(5.705.920.541),,-6283601336.0,-5705920541.0
BVInvest,Công ty con > BVInvest,BVInvest,Chi phí sửa chữa và các dịch vụ khác,(4.005.250.930),(4.813.352.203),,-4005250930.0,-4813352203.0
BVInvest,Công ty con > BVInvest,BVInvest,Chi phí năng lượng,(6.115.261.350),(6.287.377.313),,-6115261350.0,-6287377313.0
