row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2019,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2020,numeric__Ngày 31 tháng 12 năm 2019
300,300,300,C. NỘ PHẢI TRẢ,,404.803.491.483,396.304.283.517,,,404803491483.0,396304283517.0
310,310,310,I. Nợ ngắn hạn,,189.735.656.269,165.273.045.017,,,189735656269.0,165273045017.0
311,311,311,1. Phải trả người bán ngắn hạn,13,4.922.606.612,11.085.065.505,,13.0,4922606612.0,11085065505.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,158.685.912,158.685.912,,,158685912.0,158685912.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,14,18.423.969.606,8.778.385.576,,14.0,18423969606.0,8778385576.0
314,314,314,4. Phải trả người lao động,15,62.902.494.416,49.824.926.423,,15.0,62902494416.0,49824926423.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,6.426.007.236,6.617.996.137,,16.0,6426007236.0,6617996137.0
319,319,319,6. Phải trả ngắn hạn khác,17,79.533.349.539,73.614.039.039,,17.0,79533349539.0,73614039039.0
322,322,322,"7. Quỹ khen thưởng, phúc lợi",18,17.368.542.948,15.193.946.425,,18.0,17368542948.0,15193946425.0
330,330,330,II. Nợ dài hạn,,215.067.835.214,231.031.238.500,,,215067835214.0,231031238500.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,19,215.067.835.214,231.031.238.500,,19.0,215067835214.0,231031238500.0
400,400,400,D. VỐN CHỦ SỞ HỮ'U,,18.195.313.783.327,17.823.257.543.186,,,18195313783327.0,17823257543186.0
410,410,410,I. Vốn chủ sở hữu,20,18.195.313.783.327,17.823.257.543.186,,20.0,18195313783327.0,17823257543186.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thặng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
418,418,418,3. Quỹ đầu tư phát triển,,890.113.816.478,727.465.816.478,,,890113816478.0,727465816478.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,2.571.513.584.042,2.362.105.343.901,,,2571513584042.0,2362105343901.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối năm trước,,1.561.552.414.060,1.279.828.393.356,,,1561552414060.0,1279828393356.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.009.961.169.982,1.082.276.950.545,,,1009961169982.0,1082276950545.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,18.600.117.274.810,18.219.561.826.703,,,18600117274810.0,18219561826703.0
