row_label_raw,row_label_full,Bên liên quan,Phải thu/(phải trả),Ngày 31 tháng 12năm 2020VND,Ngày 31 tháng 12năm 2019VND,numeric__Phải thu/(phải trả),numeric__Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2019VND
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,"Phải trả tiền đặt cọc thuê văn phòng, trả trước tiền thuê văn phòng",(317.371.824),(317.371.824),,-317371824.0,-317371824.0
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu về lợi nhuận,520.160.000.000,654.629.358.389,,520160000000.0,654629358389.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu chi phí CNTT,49.475.591.284,2.397.974.800,,49475591284.0,2397974800.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu từ phân bổ chi phí,2.985.890.131,3.619.346.726,,2985890131.0,3619346726.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả dự án OSS,(50.650.937),(123.624.292),,-50650937.0,-123624292.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả khoản An sinh xã hội,(2.144.163.958),(460.123.158),,-2144163958.0,-460123158.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu về lợi nhuận,48.405.000.000,61.217.196.023,,48405000000.0,61217196023.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu chi phí CNTT,21.186.321.442,1.456.121.420,,21186321442.0,1456121420.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu từ phân bổ chi phí,2.985.890.131,3.619.346.726,,2985890131.0,3619346726.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả dự án OSS,(50.650.937),(123.624.292),,-50650937.0,-123624292.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả khoản An sinh xã hội,(2.076.073.895),(2.076.073.895),,-2076073895.0,-2076073895.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Các khoản phải trả khác,(203.156.762),(339.238.624),,-203156762.0,-339238624.0
