row_label_raw,row_label_full,col_0,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 VND,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 VND
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,24.1,49.518.591.186,15.885.997.437,241.0,49518591186.0,15885997437.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,24.2,5.682.570.000,-,242.0,5682570000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,55.201.161.186,15.885.997.437,,55201161186.0,15885997437.0
