row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.066.916.744.961,1.100.202.947.982,1066916744961.0,1100202947982.0
"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia",(717.777.283.554),(1.108.188.368.742),-717777283554.0,-1108188368742.0
- Hoàn nhập chênh lệch chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch chi phí dự phòng tài chính chưa được trừ các năm trước,(108.358.601.561),(18.941.900.000),-108358601561.0,-18941900000.0
- Chênh lệch tỷ giá chưa thực hiện,- Chênh lệch tỷ giá chưa thực hiện,- Chênh lệch tỷ giá chưa thực hiện,1.339.514,(3.395.879),1339514.0,-3395879.0
Các khoản điều chỉnh tăng:- Chênh lệch chi phí dự phòng tài chính chưa được trừ,Các khoản điều chỉnh tăng:- Chênh lệch chi phí dự phòng tài chính chưa được trừ,Các khoản điều chỉnh tăng:- Chênh lệch chi phí dự phòng tài chính chưa được trừ,-,98.887.651.561,,98887651561.0
- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,6.802.756.569,6.460.954.074,6802756569.0,6460954074.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,247.584.955.929,78.417.888.996,247584955929.0,78417888996.0
Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,49.516.991.186,15.683.577.799,49516991186.0,15683577799.0
Điều chỉnh thuế phải trả các năm trước,Điều chỉnh thuế phải trả các năm trước,Điều chỉnh thuế phải trả các năm trước,1.600.000,202.419.638,1600000.0,202419638.0
Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,49.518.591.186,15.885.997.437,49518591186.0,15885997437.0
Thuế TNDN có thể thu hồi đầu năm,Thuế TNDN có thể thu hồi đầu năm,Thuế TNDN có thể thu hồi đầu năm,(5.430.647.078),(2.274.542.522),-5430647078.0,-2274542522.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(32.001.600.000),(19.042.101.993),-32001600000.0,-19042101993.0
Thuế TNDN phải trả/(có thể thu hồi) cuối năm,Thuế TNDN phải trả/(có thể thu hồi) cuối năm,Thuế TNDN phải trả/(có thể thu hồi) cuối năm,12.086.344.108,(5.430.647.078),12086344108.0,-5430647078.0
