row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020VND,Ngày 31 tháng 12năm 2019VND,numeric__Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2019VND
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,182.942.875,259.291.146,182942875.0,259291146.0
"Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",350.277.641,281.241.756,350277641.0,281241756.0
Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),20.783.479.912,15.221.413.041,20783479912.0,15221413041.0
Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,1.306.080.000,1.306.080.000,1306080000.0,1306080000.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,21.636.857.967,20.070.619.491,21636857967.0,20070619491.0
Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,2.194.814.895,583.747.450,2194814895.0,583747450.0
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,2.329.881.594,2.538.936.811,2329881594.0,2538936811.0
BVF,BVF,BVF,-,346.012.316,,346012316.0
BVSC,BVSC,BVSC,87.500.000,-,87500000.0,
BVInvest,BVInvest,BVInvest,16.807.646.363,16.363.637.999,16807646363.0,16363637999.0
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,58.329.203,79.599.003,58329203.0,79599003.0
Sumitomo Life,Sumitomo Life,Sumitomo Life,158.685.912,158.685.912,158685912.0,158685912.0
Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),34.320.000.000,34.320.000.000,34320000000.0,34320000000.0
Phải trả phải nộp khác,Phải trả phải nộp khác,Phải trả phải nộp khác,953.711.144,2.155.393.605,953711144.0,2155393605.0
,,,79.533.349.539,73.614.039.039,79533349539.0,73614039039.0
