row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019
01,01,01,1. Doanh thu hoạt động kinh doanh,21,1.408.926.396.582,1.561.636.708.767,,21.0,1408926396582.0,1561636708767.0
11,11,11,2. Chi phí hoạt động kinh doanh,22,(164.130.649.518),(257.213.033.885),,22.0,-164130649518.0,-257213033885.0
20,20,20,3. Lợi nhuận gộp từ hoạt động kinh doanh,,1.244.795.747.064,1.304.423.674.882,,,1244795747064.0,1304423674882.0
26,26,26,4. Chi phí quản lý doanh nghiệp,23,(178.818.005.528),(204.889.267.571),,23.0,-178818005528.0,-204889267571.0
30,30,30,5. Lợi nhuận thuần từ hoạt động kinh doanh,,1.065.977.741.536,1.099.534.407.311,,,1065977741536.0,1099534407311.0
31,31,31,6. Thu nhập khác,,1.011.348.941,859.954.758,,,1011348941.0,859954758.0
32,32,32,7. Chi phí khác,,(72.345.516),(191.414.087),,,-72345516.0,-191414087.0
40,40,40,8. Lợi nhuận khác,,939.003.425,668.540.671,,,939003425.0,668540671.0
50,50,50,9. Tổng lợi nhuận trước thuế,,1.066.916.744.961,1.100.202.947.982,,,1066916744961.0,1100202947982.0
51,51,51,10. Chi phí thuế TNDN hiện hành,24.1,(49.518.591.186),(15.885.997.437),,241.0,-49518591186.0,-15885997437.0
52,52,52,11. Chi phí thuế TNDN hoãn lại,24.2,(5.682.570.000),-,,242.0,-5682570000.0,
60,60,60,12. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.011.715.583.775,1.084.316.950.545,,,1011715583775.0,1084316950545.0
