row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2019 > Phải thuVND,Ngày 31 tháng 12 năm 2019 > Phải nộpVND,Số phải nộp/(được khấu trừ)trong nămVND,Số (đã nộp)/đãkhấu trừtrong nămVND,Ngày 31 tháng 12 năm 2020 > Phải thuVND,Ngày 31 tháng 12 năm 2020 > Phải nộpVND,numeric__Ngày 31 tháng 12 năm 2019 > Phải thuVND,numeric__Ngày 31 tháng 12 năm 2019 > Phải nộpVND,numeric__Số phải nộp/(được khấu trừ)trong nămVND,numeric__Số (đã nộp)/đãkhấu trừtrong nămVND,numeric__Ngày 31 tháng 12 năm 2020 > Phải thuVND,numeric__Ngày 31 tháng 12 năm 2020 > Phải nộpVND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,(5.430.647.078),-,49.518.591.186,(32.001.600.000),-,12.086.344.108,-5430647078.0,,49518591186.0,-32001600000.0,,12086344108.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,(24.124.624.683),-,(5.676.281.988),5.749.217.690,(24.051.688.981),-,-24124624683.0,,-5676281988.0,5749217690.0,-24051688981.0,
Thuế GTGT của dự ánđầu tư,Thuế GTGT của dự ánđầu tư,Thuế GTGT của dự ánđầu tư,(24.051.688.981),-,-,-,(24.051.688.981),-,-24051688981.0,,,,-24051688981.0,
Thuế GTGT hàng bánnội địa được khấu trừcủa dịch vụ CNTT,Thuế GTGT hàng bánnội địa được khấu trừcủa dịch vụ CNTT,Thuế GTGT hàng bánnội địa được khấu trừcủa dịch vụ CNTT,(72.935.702),-,(5.676.281.988),5.749.217.690,-,-,-72935702.0,,-5676281988.0,5749217690.0,,
Thuế GTGT hàng bán nộiđịa của dịch vụ khác,Thuế GTGT hàng bán nộiđịa của dịch vụ khác,Thuế GTGT hàng bán nộiđịa của dịch vụ khác,-,852.187.731,23.334.614.701,(20.080.425.080),-,4.106.377.352,,852187731.0,23334614701.0,-20080425080.0,,4106377352.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,7.790.781.149,16.023.651.528,(21.583.184.531),-,2.231.248.146,,7790781149.0,16023651528.0,-21583184531.0,,2231248146.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,135.416.696,13.867.277.440,(15.302.608.163),(1.299.914.027),-,,135416696.0,13867277440.0,-15302608163.0,-1299914027.0,
Tổng cộng,Tổng cộng,Tổng cộng,(29.555.271.761),8.778.385.576,97.067.852.867,(83.218.600.084),(25.351.603.008),18.423.969.606,-29555271761.0,8778385576.0,97067852867.0,-83218600084.0,-25351603008.0,18423969606.0
