row_label_raw,row_label_full,"Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31 tháng 12 năm 2019 > Giá trị số sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 213.921.861.164 > 148.921.754.900 > (5.866.358.744),HNX > 69.901.560.000 > 264.590.040.000 > (10.666.644.866),Tổng > 283.823.421.164 > 413.511.794.900 > (16.533.003.610),numeric__HOSE > 213.921.861.164 > 148.921.754.900 > (5.866.358.744),numeric__HNX > 69.901.560.000 > 264.590.040.000 > (10.666.644.866),numeric__Tổng > 283.823.421.164 > 413.511.794.900 > (16.533.003.610)
Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),429.276.029,-,429.276.029,429276029.0,,429276029.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(13.117.576.931),(23.851.343.012),(36.968.919.943),-13117576931.0,-23851343012.0,-36968919943.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(27.515.661.504),(50.030.999.184),(77.546.660.688),-27515661504.0,-50030999184.0,-77546660688.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(93.125.558.023),(169.327.737.833),(262.453.295.856),-93125558023.0,-169327737833.0,-262453295856.0
