row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2020,Ngày 31 tháng 12 năm 2019,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2020,numeric__Ngày 31 tháng 12 năm 2019
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.646.200.813.579,4.221.662.002.655,,,4646200813579.0,4221662002655.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,284.719.971.015,2.536.206.569.386,,5.0,284719971015.0,2536206569386.0
111,111,111,1. Tiền,,34.719.971.015,2.007.706.569.386,,,34719971015.0,2007706569386.0
112,112,112,2. Các khoản tương đương tiền,,250.000.000.000,528.500.000.000,,,250000000000.0,528500000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,3.439.334.361.164,835.348.340.000,,,3439334361164.0,835348340000.0
121,121,121,1. Chứng khoán kinh doanh,6.1,55.334.361.164,55.334.361.164,,61.0,55334361164.0,55334361164.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,6.1,-,(1.986.021.164),,61.0,,-1986021164.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,6.2,3.384.000.000.000,782.000.000.000,,62.0,3384000000000.0,782000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,7,883.262.938.147,806.606.777.194,,7.0,883262938147.0,806606777194.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,873.006.663.712,795.953.747.025,,,873006663712.0,795953747025.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,198.791.000,661.735.640,,,198791000.0,661735640.0
136,136,136,3. Phải thu ngắn hạn khác,,10.057.483.435,9.991.294.529,,,10057483435.0,9991294529.0
150,150,150,IV. Tài sản ngắn hạn khác,,38.883.543.253,43.500.316.075,,,38883543253.0,43500316075.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,13.531.940.245,13.945.044.314,,8.0,13531940245.0,13945044314.0
152,152,152,2. Thuế GTGT được khấu trừ,14,24.051.688.981,24.124.624.683,,14.0,24051688981.0,24124624683.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,14,1.299.914.027,5.430.647.078,,14.0,1299914027.0,5430647078.0
200,200,200,B. TÀI SẢN DÀI HẠN,,13.953.916.461.231,13.997.899.824.048,,,13953916461231.0,13997899824048.0
220,220,220,I. Tài sản cố định,,628.630.158.436,696.946.985.439,,,628630158436.0,696946985439.0
221,221,221,1. Tài sản cố định hữu hình,9,347.514.355.365,390.065.178.555,,9.0,347514355365.0,390065178555.0
222,222,222,Nguyên giá,,819.944.770.140,804.392.195.140,,,819944770140.0,804392195140.0
223,223,223,Giá trị hao mòn lũy kế,,(472.430.414.775),(414.327.016.585),,,-472430414775.0,-414327016585.0
227,227,227,2. Tài sản cố định vô hình,10,281.115.803.071,306.881.806.884,,10.0,281115803071.0,306881806884.0
228,228,228,Nguyên giá,,435.221.676.501,417.183.772.501,,,435221676501.0,417183772501.0
229,229,229,Giá trị hao mòn lũy kế,,(154.105.873.430),(110.301.965.617),,,-154105873430.0,-110301965617.0
240,240,240,II. Tài sản dở dang dài hạn,,308.693.071.956,284.336.380.960,,,308693071956.0,284336380960.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,308.693.071.956,284.336.380.960,,11.0,308693071956.0,284336380960.0
250,250,250,III. Đầu tư tài chính dài hạn,,12.986.897.174.058,12.949.328.228.929,,,12986897174058.0,12949328228929.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,9.352.286.148.720,8.502.286.148.720,,63.0,9352286148720.0,8502286148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,2.138.200.000.000,2.138.200.000.000,,63.0,2138200000000.0,2138200000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,6.3,616.781.114.000,616.781.114.000,,63.0,616781114000.0,616781114000.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,6.3,(89.940.967.187),(186.994.966.564),,63.0,-89940967187.0,-186994966564.0
255,255,255,5. Đầu tư nằm giữ đến ngày đáo hạn,6.2,969.570.878.525,1.879.055.932.773,,62.0,969570878525.0,1879055932773.0
260,260,260,IV. Tài sản dài hạn khác,,29.696.056.781,67.288.228.720,,,29696056781.0,67288228720.0
261,261,261,1. Chi phí trả trước dài hạn,8,29.696.056.781,61.605.658.720,,8.0,29696056781.0,61605658720.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,24.2,-,5.682.570.000,,242.0,,5682570000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,18.600.117.274.810,18.219.561.826.703,,,18600117274810.0,18219561826703.0
