row_label_raw,row_label_full,Bên liên quan,Phải thu/(phải trả),Ngày 31 tháng 12năm 2020VND,Ngày 31 tháng 12năm 2019VND,numeric__Phải thu/(phải trả),numeric__Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2019VND
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,
BVF,Công ty con (tiếp theo) > BVF,BVF,Phải thu về lợi nhuận,30.435.000.000,13.778.237.429,,30435000000.0,13778237429.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Phải thu chi phí CNTT,505.701.477,513.506.699,,505701477.0,513506699.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Phải thu/(phải trả) khoản An sinh xã hội,2.017.485.134,(346.012.316),,2017485134.0,-346012316.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Tiền gửi giao dịch chứng khoán,158.195.225,84.124.137,,158195225.0,84124137.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phải thu chi phí CNTT,837.367.060,865.207.455,,837367060.0,865207455.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phải thu khác,50.000.000,250.000.000,,50000000.0,250000000.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phải trả khác,(87.500.000),-,,-87500000.0,
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phải thu về lợi nhuận,5.769.110.719,19.425.726.408,,5769110719.0,19425726408.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phải thu chi phí CNTT,84.577.466,83.813.304,,84577466.0,83813304.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phải thu tiền cho thuê văn phòng và phí giữ xe,650.443.773,2.189.165.540,,650443773.0,2189165540.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phải thu khác,203.206.590,203.206.590,,203206590.0,203206590.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phải trả phí quản lý tòa nhà và thủ lao ủy thác,(1.805.844.611),(1.228.878.560),,-1805844611.0,-1228878560.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phải trả khác,(1.758.433.409),(1.787.729.418),,-1758433409.0,-1787729418.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phải trả tiền đặt cọc thuê văn phòng,(13.243.368.343),(13.347.030.021),,-13243368343.0,-13347030021.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Bảo Việt Bank,Công ty liên kết > Bảo Việt Bank,Bảo Việt Bank,Số dư tiền gửi thanh toán,32.924.302.178,2.005.671.490.624,,32924302178.0,2005671490624.0
Bảo Việt Bank,Công ty liên kết > Bảo Việt Bank,Bảo Việt Bank,Số dư tiền gửi có kỳ hạn,1.250.000.000.000,1.772.000.000.000,,1250000000000.0,1772000000000.0
Bảo Việt Bank,Công ty liên kết > Bảo Việt Bank,Bảo Việt Bank,Số dư trái phiếu,810.000.000.000,810.000.000.000,,810000000000.0,810000000000.0
Bảo Việt Bank,Công ty liên kết > Bảo Việt Bank,Bảo Việt Bank,Phải thu từ hoạt động đầu tư tiền gửi và trái phiếu,78.997.232.878,4.471.369.873,,78997232878.0,4471369873.0
Bảo Việt Bank,Công ty liên kết > Bảo Việt Bank,Bảo Việt Bank,Phải thu chi phí CNTT,940.364.214,937.940.854,,940364214.0,937940854.0
Bảo Việt Bank,Công ty liên kết > Bảo Việt Bank,Bảo Việt Bank,Phải trả tiền đặt cọc thuê văn phòng,(58.329.203),(79.599.003),,-58329203.0,-79599003.0
