row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc quy đối,Số cuối năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,Số cuối năm > Tỷ lệ sở hữu,Số đầu năm > Giá gốc quy đối,Số đầu năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,Số đầu năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Giá gốc quy đối,numeric__Số cuối năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Giá gốc quy đối,numeric__Số đầu năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,numeric__Số đầu năm > Tỷ lệ sở hữu
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,1.688.788,3.706.673,50,1.688.788,3.206.452,50,1688788.0,3706673.0,50.0,1688788.0,3206452.0,50.0
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,1.688.788,3.706.673,,1.688.788,3.206.452,,1688788.0,3706673.0,,1688788.0,3206452.0,
