row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,125.647.114,130.262.777,,125647114.0,130262777.0
02.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chỉ phí lãi và các chi phí tương tự đã trả,(69.067.517),(72.900.489),,-69067517.0,-72900489.0
03.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,7.287.579,7.129.372,,7287579.0,7129372.0
04.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",4.343.826,4.521.662,,4343826.0,4521662.0
05.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,(Chi phí)/Thu nhập khác,(912.465),314.913,,-912465.0,314913.0
06.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",7.608.116,4.671.302,,7608116.0,4671302.0
07.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(20.146.505),(18.023.866),,-20146505.0,-18023866.0
08.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(6.006.343),(4.790.442),,-6006343.0,-4790442.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,48.753.805,51.185.229,,48753805.0,51185229.0
,,,Những thay đối về tài sản hoạt động,(280.122.274),(218.903.221),,-280122274.0,-218903221.0
09.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,Thay đối các khoản tiền gửi và cho vay các TCTD khác,7.293.627,(11.169.611),,7293627.0,-11169611.0
10.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,Thay đối các khoản về kinh doanh chứng khoán,(34.188.919),(9.929.090),,-34188919.0,-9929090.0
11.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,Thay đối các công cụ tài chính phải sinh và các tài sản tài chính khác,(25.355),3.058.727,,-25355.0,3058727.0
12.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,Thay đối các khoản cho vay khách hàng,(248.587.038),(198.500.870),,-248587038.0,-198500870.0
