row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),9.423.152,19.990.078,29.413.230,9423152.0,19990078.0,29413230.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,1.530.023,23.585.118,25.115.141,1530023.0,23585118.0,25115141.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(26.755.450),(26.755.450),,-26755450.0,-26755450.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,10.953.175,16.819.746,27.772.921,10953175.0,16819746.0,27772921.0
