row_label_raw,row_label_full,col_0,Dự phòng chứng khoán đầu tư sản sàng để bán,Dự phòng chứng khoán đầu tư sản sàng để bán_1,Dự phòng chứng khoán đầu tư sản sàng để bán_2,Dự phòng chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Dự phòng chứng khoán đầu tư sản sàng để bán,numeric__Dự phòng chứng khoán đầu tư sản sàng để bán_1,numeric__Dự phòng chứng khoán đầu tư sản sàng để bán_2,numeric__Dự phòng chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Dự phòng chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng giảm giá,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,28.397,105.376,5.494,3.487,107.187,249.941,28397.0,105376.0,5494.0,3487.0,107187.0,249941.0
Dự phòng (hoản nhập)/trích lập trong năm,Dự phòng (hoản nhập)/trích lập trong năm,Dự phòng (hoản nhập)/trích lập trong năm,(6.215),6.478,(5.494),(3.487),344.962,336.244,-6215.0,6478.0,-5494.0,-3487.0,344962.0,336244.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,22.182,111.854,-,-,452.149,586.185,22182.0,111854.0,,,452149.0,586185.0
