row_label_raw,row_label_full,col_0,Chưa quá hạn vàchưa bị giảm giá,Đã quá hạn vàchưa bị giảm giá,Đã bị giảm giávà trích lậpdự phòng,Tổng cộng,numeric__Chưa quá hạn vàchưa bị giảm giá,numeric__Đã quá hạn vàchưa bị giảm giá,numeric__Đã bị giảm giávà trích lậpdự phòng,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Tiền gửi và cho vay các TCTDkhác,Tiền gửi và cho vay các TCTDkhác,Tiền gửi và cho vay các TCTDkhác,378.482.885,-,-,378.482.885,378482885.0,,,378482885.0
- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,370.530.038,-,-,370.530.038,370530038.0,,,370530038.0
- Cho vay các TCTD khác,- Cho vay các TCTD khác,- Cho vay các TCTD khác,7.952.847,-,-,7.952.847,7952847.0,,,7952847.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,1.661.677.966,373.248,59.903.500,1.721.954.714,1661677966.0,373248.0,59903500.0,1721954714.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,214.616.137,-,577.201,215.193.338,214616137.0,,577201.0,215193338.0
- Chứng khoán đầu tư sẵnsàng để bán,- Chứng khoán đầu tư sẵnsàng để bán,- Chứng khoán đầu tư sẵnsàng để bán,188.443.611,-,113.866,188.557.477,188443611.0,,113866.0,188557477.0
- Chứng khoán đầu tư giữđến ngày đáo hạn,- Chứng khoán đầu tư giữđến ngày đáo hạn,- Chứng khoán đầu tư giữđến ngày đáo hạn,26.172.526,-,463.335,26.635.861,26172526.0,,463335.0,26635861.0
Tổng cộng,Tổng cộng,Tổng cộng,2.254.776.988,373.248,60.480.701,2.315.630.937,2254776988.0,373248.0,60480701.0,2315630937.0
