row_label_raw,row_label_full,col_0,Số dư đầu nămTriệu VND,Phát sinh trong năm > Số phải nộpTriệu VND,Phát sinh trong năm > Số đã nộpTriệu VND,Số dư cuối nămTriệu VND,numeric__Số dư đầu nămTriệu VND,numeric__Phát sinh trong năm > Số phải nộpTriệu VND,numeric__Phát sinh trong năm > Số đã nộpTriệu VND,numeric__Số dư cuối nămTriệu VND
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
Thuế GTGT,a. Các khoản phải thu > Thuế GTGT,Thuế GTGT,3.077,-,2.942,6.019,3077.0,,2942.0,6019.0
Thuế TNDN,a. Các khoản phải thu > Thuế TNDN,Thuế TNDN,901,-,-,901,901.0,,,901.0
,,,3.978,-,2.942,6.920,3978.0,,2942.0,6920.0
b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,,,,
Thuế GTGT,b. Các khoản phải trả > Thuế GTGT,Thuế GTGT,377.020,1.278.396,1.550.470,104.946,377020.0,1278396.0,1550470.0,104946.0
Thuế TNDN,b. Các khoản phải trả > Thuế TNDN,Thuế TNDN,3.119.682,6.224.495,6.006.343,3.337.834,3119682.0,6224495.0,6006343.0,3337834.0
Các loại thuế khác,b. Các khoản phải trả > Các loại thuế khác,Các loại thuế khác,94.296,1.480.645,1.416.065,158.876,94296.0,1480645.0,1416065.0,158876.0
,,,3.590.998,8.983.536,8.972.878,3.601.656,3590998.0,8983536.0,8972878.0,3601656.0
