row_label_raw,row_label_full,col_0,31/12/2020(VND),31/12/2020(VND)_1,01/01/2020(VND),01/01/2020(VND)_1,numeric__31/12/2020(VND),numeric__31/12/2020(VND)_1,numeric__01/01/2020(VND),numeric__01/01/2020(VND)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",112.668.181.701,-,78.599.800.708,-,112668181701.0,,78599800708.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.313.770.430,-,21.560.413.176,-,1313770430.0,,21560413176.0,
Cộng,Cộng,Cộng,113.981.952.131,-,100.160.213.884,-,113981952131.0,,100160213884.0,
