row_label_raw,row_label_full,col_0,Năm 2020(VND),Năm 2019(VND),numeric__Năm 2020(VND),numeric__Năm 2019(VND)
Chi phí khác,Chi phí khác,Chi phí khác,9.544.447.448,3.729.384.954,9544447448.0,3729384954.0
Cộng,Cộng,Cộng,9.544.447.448,3.729.384.954,9544447448.0,3729384954.0
