row_label_raw,row_label_full,col_0,31/12/2020(VND) > Giá gốc,31/12/2020(VND) > Giá trị hợp lý,31/12/2020(VND) > Dự phòng,01/01/2020(VND) > Giá gốc,01/01/2020(VND) > Giá trị hợp lý,01/01/2020(VND) > Dự phòng,numeric__31/12/2020(VND) > Giá gốc,numeric__31/12/2020(VND) > Giá trị hợp lý,numeric__31/12/2020(VND) > Dự phòng,numeric__01/01/2020(VND) > Giá gốc,numeric__01/01/2020(VND) > Giá trị hợp lý,numeric__01/01/2020(VND) > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,24.700.000.000,24.700.000.000,-,10.000.000.000,10.000.000.000,-,24700000000.0,24700000000.0,,10000000000.0,10000000000.0,
Dài hạn,Dài hạn,Dài hạn,3.273.246.914.287,1.656.496.559.363,(1.616.750.354.924),3.108.245.507.085,2.151.137.113.804,(957.108.393.281),3273246914287.0,1656496559363.0,-1616750354924.0,3108245507085.0,2151137113804.0,-957108393281.0
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,2.048.308.180.128,431.557.825.204,(1.616.750.354.924),1.883.306.772.926,926.198.379.645,(957.108.393.281),2048308180128.0,431557825204.0,-1616750354924.0,1883306772926.0,926198379645.0,-957108393281.0
- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,1.922.180.476.536,305.430.121.612,(1.616.750.354.924),1.757.179.069.334,800.070.676.053,(957.108.393.281),1922180476536.0,305430121612.0,-1616750354924.0,1757179069334.0,800070676053.0,-957108393281.0
- Công ty Cổ phần Than - Điện Nông Sơn - TKV,- Công ty Cổ phần Than - Điện Nông Sơn - TKV,- Công ty Cổ phần Than - Điện Nông Sơn - TKV,126.127.703.592,126.127.703.592,-,126.127.703.592,126.127.703.592,-,126127703592.0,126127703592.0,,126127703592.0,126127703592.0,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,1.224.938.734.159,1.224.938.734.159,-,1.224.938.734.159,1.224.938.734.159,-,1224938734159.0,1224938734159.0,,1224938734159.0,1224938734159.0,
- Công ty TNHH Điện lực Vĩnh Tân,- Công ty TNHH Điện lực Vĩnh Tân,- Công ty TNHH Điện lực Vĩnh Tân,386.597.424.159,386.597.424.159,-,386.597.424.159,386.597.424.159,-,386597424159.0,386597424159.0,,386597424159.0,386597424159.0,
- Công ty Cổ phần Nhiệt điện Hải Phòng,- Công ty Cổ phần Nhiệt điện Hải Phòng,- Công ty Cổ phần Nhiệt điện Hải Phòng,360.500.000.000,360.500.000.000,-,360.500.000.000,360.500.000.000,-,360500000000.0,360500000000.0,,360500000000.0,360500000000.0,
- Công ty Cổ phần Nhiệt điện Quảng Ninh,- Công ty Cổ phần Nhiệt điện Quảng Ninh,- Công ty Cổ phần Nhiệt điện Quảng Ninh,477.841.310.000,477.841.310.000,-,477.841.310.000,477.841.310.000,-,477841310000.0,477841310000.0,,477841310000.0,477841310000.0,
Cộng,Cộng,Cộng,3.297.946.914.287,1.681.196.559.363,(1.616.750.354.924),3.118.245.507.085,2.161.137.113.804,(957.108.393.281),3297946914287.0,1681196559363.0,-1616750354924.0,3118245507085.0,2161137113804.0,-957108393281.0
