row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,11.687.827.152.346,10.961.929.700.091,11687827152346.0,10961929700091.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,10.852.634.580.838,9.672.741.265.528,10852634580838.0,9672741265528.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",587.924.014.865,401.526.773.519,587924014865.0,401526773519.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,247.268.556.643,887.661.661.044,247268556643.0,887661661044.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(130.232.486.099),(149.135.106.950),-130232486099.0,-149135106950.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(123.392.395.019),(144.252.308.213),-123392395019.0,-144252308213.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(556.802.709),(3.087.356),-556802709.0,-3087356.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(6.283.288.371),(4.879.711.381),-6283288371.0,-4879711381.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,11.557.594.666.247,10.812.794.593.141,11557594666247.0,10812794593141.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,10.722.402.094.739,9.523.606.158.578,10722402094739.0,9523606158578.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",587.924.014.865,401.526.773.519,587924014865.0,401526773519.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,247.268.556.643,887.661.661.044,247268556643.0,887661661044.0
