row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Ngắn hạn > Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Khoản đặt cọc liên quan đến dự án Thuận Thành 2,187.429.866.750,187.429.866.750,187429866750.0,187429866750.0
"Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Ngắn hạn > Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế",16.150.954.729,13.872.589.893,16150954729.0,13872589893.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",17.836.449.178,36.206.778.888,17836449178.0,36206778888.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,221.417.270.657,237.509.235.531,221417270657.0,237509235531.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Dải hạn > Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),153.563.494.000,173.563.494.000,153563494000.0,173563494000.0
"Nhận ký quỹ, ký cược dài hạn (**)","Dải hạn > Nhận ký quỹ, ký cược dài hạn (**)","Nhận ký quỹ, ký cược dài hạn (**)",68.527.336.322,68.527.336.322,68527336322.0,68527336322.0
Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bắt động sản,Dải hạn > Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bắt động sản,Nhận đặt cọc thực hiện hợp đồng góp vốn và môi giới các dự án bắt động sản,-,65.000.000.000,,65000000000.0
"Các khoản phải trả, phải nộp dài hạn khác","Dải hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",11.508.089.656,10.606.622.050,11508089656.0,10606622050.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,233.598.919.978,317.697.452.372,233598919978.0,317697452372.0
