row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số cuối năm,Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số đầu năm
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,504.883.327.067,577.082.813.041,504883327067.0,577082813041.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,504.883.327.067,577.082.813.041,504883327067.0,577082813041.0
