row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,11.687.827.152.346,10.961.929.700.091,,221.0,11687827152346.0,10961929700091.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,(130.232.486.099),(149.135.106.950),,221.0,-130232486099.0,-149135106950.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,11.557.594.666.247,10.812.794.593.141,,221.0,11557594666247.0,10812794593141.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(10.598.058.965.427),(8.959.835.563.715),,23.0,-10598058965427.0,-8959835563715.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,959.535.700.820,1.852.959.029.426,,,959535700820.0,1852959029426.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,28.797.705.334,25.013.151.689,,222.0,28797705334.0,25013151689.0
22,22,22,7. Chi phí tài chính,25,(200.733.624.698),(199.009.893.014),,25.0,-200733624698.0,-199009893014.0
23,23,23,Trong đó: Chi phí lãi vay,,(179.749.859.502),(182.283.276.266),,,-179749859502.0,-182283276266.0
24,24,24,8. Phần lãi trong công ty liên kết,13,8.821.301,4.904.603.405,,13.0,8821301.0,4904603405.0
25,25,25,9. Chi phí bán hàng,24,(403.169.934.750),(405.236.274.419),,24.0,-403169934750.0,-405236274419.0
26,26,26,10. Chi phí quản lý doanh nghiệp,24,(343.520.530.816),(344.480.753.443),,24.0,-343520530816.0,-344480753443.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,40.918.137.191,934.149.863.644,,,40918137191.0,934149863644.0
31,31,31,12. Thu nhập khác,26,44.442.129.827,47.120.526.924,,26.0,44442129827.0,47120526924.0
32,32,32,13. Chi phí khác,,(6.382.198.621),(1.585.776.115),,,-6382198621.0,-1585776115.0
40,40,40,14. Lợi nhuận khác,,38.059.931.206,45.534.750.809,,,38059931206.0,45534750809.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,78.978.068.397,979.684.614.453,,,78978068397.0,979684614453.0
51,51,51,16. Chi phí thuế TNDN hiện hành,28.1,(73.783.481.300),(150.126.680.007),,281.0,-73783481300.0,-150126680007.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,5.194.587.097,829.557.934.446,,,5194587097.0,829557934446.0
61,61,61,18. Lợi nhuận sau thuế của công ty mẹ,,5.194.587.097,829.557.934.446,,,5194587097.0,829557934446.0
70,70,70,19. Lãi cơ bản trên cổ phiếu,30,21,3.232,,30.0,21.0,3232.0
71,71,71,20. Lãi suy giảm trên cổ phiếu,30,21,3.232,,30.0,21.0,3232.0
