row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Transeco,Công ty Cổ phần Transeco,Công ty Cổ phần Transeco,Công ty liên kết,
Công ty TNHH Chế biến thực phẩm Dabaco,Công ty TNHH Chế biến thực phẩm Dabaco,Công ty TNHH Chế biến thực phẩm Dabaco,Công ty liên kết,
Ông Nguyễn Như So,Ông Nguyễn Như So,Ông Nguyễn Như So,"Chủ tịch Hội đồng quản trị (""HĐQT"")",
Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Phó Chủ tịch HĐQT kiểm Tổng Giám đốc,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Thành viên HĐQT kiểm Phó Tổng Giám đốc,
Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Thành viên HĐQT kiểm Phó Tổng Giám đốc,
Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Hoàng Nguyên,Thành viên HĐQT,
Ông Lê Quốc Đoàn,Ông Lê Quốc Đoàn,Ông Lê Quốc Đoàn,Thành viên HĐQT,
Bà Nguyễn Thanh Hương,Bà Nguyễn Thanh Hương,Bà Nguyễn Thanh Hương,Thành viên HĐQT,
Ông Hoàng Nguyên Học,Ông Hoàng Nguyên Học,Ông Hoàng Nguyên Học,Thành viên HĐQT,
Ông Bùi Văn Hoan,Ông Bùi Văn Hoan,Ông Bùi Văn Hoan,Thành viên HĐQT,
Ông Nguyễn Văn Tuế,Ông Nguyễn Văn Tuế,Ông Nguyễn Văn Tuế,Phó Tổng Giám đốc,
Ông Hoàng Văn Chung,Ông Hoàng Văn Chung,Ông Hoàng Văn Chung,Phó Tổng Giám đốc,
Ông Phạm Văn Học,Ông Phạm Văn Học,Ông Phạm Văn Học,Phó Tổng Giám đốc,
Bà Nguyễn Thị Huệ Minh,Bà Nguyễn Thị Huệ Minh,Bà Nguyễn Thị Huệ Minh,"Chánh Văn phòng HĐQT, người được ủy quyền công bố thông tin kiểm phụ trách quản trị công ty Trưởng ban kiểm soát",
Ông Hồ Sỹ Quỷ,Ông Hồ Sỹ Quỷ,Ông Hồ Sỹ Quỷ,Thành viên ban kiểm soát,
Ông Nguyễn Thanh Hà,Ông Nguyễn Thanh Hà,Ông Nguyễn Thanh Hà,Thành viên ban kiểm soát,
Bà Nguyễn Thị Bích,Bà Nguyễn Thị Bích,Bà Nguyễn Thị Bích,Phụ trách ban kiểm toán nội bộ,
Bà Đình Thị Minh Thuận,Bà Đình Thị Minh Thuận,Bà Đình Thị Minh Thuận,Thành viên ban kiểm toán nội bộ,
Bà Nguyễn Thị Thu Hường,Bà Nguyễn Thị Thu Hường,Bà Nguyễn Thị Thu Hường,Thành viên ban kiểm toán nội bộ,
Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Thành viên ban kiểm toán nội bộ,
