row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,78.978.068.397,979.684.614.453,78978068397.0,979684614453.0
Thuế TNDN theo thuế suất của từng hoạt động,Thuế TNDN theo thuế suất của từng hoạt động,Thuế TNDN theo thuế suất của từng hoạt động,44.923.981.668,154.901.211.518,44923981668.0,154901211518.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,Trong đó: > Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,29.788.003.722,56.781.259.511,29788003722.0,56781259511.0
Thuế suất 20% của các hoạt động khác,Trong đó: > Thuế suất 20% của các hoạt động khác,Thuế suất 20% của các hoạt động khác,36.576.297.870,73.622.954.966,36576297870.0,73622954966.0
Thuế suất ưu đãi của hoạt động chăn nuôi,Trong đó: > Thuế suất ưu đãi của hoạt động chăn nuôi,Thuế suất ưu đãi của hoạt động chăn nuôi,(21.440.319.924),24.496.997.041,-21440319924.0,24496997041.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
Chi phí khấu hao ứng với phần vượt định mức Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh tăng: > Chi phí khấu hao ứng với phần vượt định mức Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Chi phí khấu hao ứng với phần vượt định mức Điều chỉnh thuế TNDN trích thiếu trong những năm trước,590.957.922,255.392.224,590957922.0,255392224.0
Chi phí khấu hao ứng với phần vượt định mức Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh tăng: > Chi phí khấu hao ứng với phần vượt định mức Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Chi phí khấu hao ứng với phần vượt định mức Điều chỉnh thuế TNDN trích thiếu trong những năm trước,2.546.974.163,-,2546974163.0,
Chi phí khác không được khấu trừ,Các khoản điều chỉnh tăng: > Chi phí khác không được khấu trừ,Chi phí khác không được khấu trừ,924.498.544,383.244.287,924498544.0,383244287.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh tăng: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(6.763.421.998),(7.644.606.990),-6763421998.0,-7644606990.0
Thuế TNDN hoãn lại chưa ghi nhận liên quan đến lỗ tính thuế,Các khoản điều chỉnh tăng: > Thuế TNDN hoãn lại chưa ghi nhận liên quan đến lỗ tính thuế,Thuế TNDN hoãn lại chưa ghi nhận liên quan đến lỗ tính thuế,31.560.491.001,2.231.438.968,31560491001.0,2231438968.0
Chi phí thuế TNDN,Các khoản điều chỉnh tăng: > Chi phí thuế TNDN,Chi phí thuế TNDN,73.783.481.300,150.126.680.007,73783481300.0,150126680007.0
