row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,8.332.876.258.119,6.176.631.172.021,,,8332876258119.0,6176631172021.0
310,310,310,I. Nợ ngắn hạn,,7.213.028.754.790,5.171.698.802.616,,,7213028754790.0,5171698802616.0
311,311,311,1. Phải trả người bán ngắn hạn,15.1,2.129.218.054.781,1.392.462.971.688,,151.0,2129218054781.0,1392462971688.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,15.2,887.480.636.510,587.892.997.501,,152.0,887480636510.0,587892997501.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,45.386.464.898,79.595.359.969,,16.0,45386464898.0,79595359969.0
314,314,314,4. Phải trả người lao động,,64.869.734.832,108.528.018.556,,,64869734832.0,108528018556.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,17,64.513.700.484,76.535.166.955,,17.0,64513700484.0,76535166955.0
319,319,319,6. Phải trả ngắn hạn khác,18,221.417.270.657,237.509.235.531,,18.0,221417270657.0,237509235531.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,19,3.704.610.246.721,2.599.459.320.679,,19.0,3704610246721.0,2599459320679.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",20,95.532.645.907,89.715.731.737,,20.0,95532645907.0,89715731737.0
330,330,330,II. Nợ dài hạn,,1.119.847.503.329,1.004.932.369.405,,,1119847503329.0,1004932369405.0
337,337,337,1. Phải trả dài hạn khác,18,233.598.919.978,317.697.452.372,,18.0,233598919978.0,317697452372.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,19,886.248.583.351,687.234.917.033,,19.0,886248583351.0,687234917033.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.641.227.663.231,4.685.923.120.134,,,4641227663231.0,4685923120134.0
410,410,410,I. Vốn chủ sở hữu,21.1,4.641.227.663.231,4.685.923.120.134,,211.0,4641227663231.0,4685923120134.0
411,411,411,1. Vốn cổ phần,,2.420.018.590.000,1.152.394.300.000,,,2420018590000.0,1152394300000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.420.018.590.000,1.152.394.300.000,,,2420018590000.0,1152394300000.0
412,412,412,2. Thắng dư vốn cổ phần,,418.432.992.221,418.432.992.221,,,418432992221.0,418432992221.0
418,418,418,3. Quỹ đầu tư phát triển,,1.794.676.890.507,2.519.655.753.467,,,1794676890507.0,2519655753467.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,8.099.190.503,595.440.074.446,,,8099190503.0,595440074446.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,2.904.603.406,-,,,2904603406.0,
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,5.194.587.097,595.440.074.446,,,5194587097.0,595440074446.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,12.974.103.921.350,10.862.554.292.155,,,12974103921350.0,10862554292155.0
