row_label_raw,row_label_full,Tên đơn vị,col_1,Số cuối năm > Giá trị (VND),Số cuối năm > Tỷ lệ vốn nắm giữ,Số cuối năm > Tỷ lệ quyền biểu quyết,Số đầu năm > Giá trị (VND),Số đầu năm > Tỷ lệ vốn nắm giữ,Số đầu năm > Tỷ lệ quyền biểu quyết,numeric__col_1,numeric__Số cuối năm > Giá trị (VND),numeric__Số cuối năm > Tỷ lệ vốn nắm giữ,numeric__Số cuối năm > Tỷ lệ quyền biểu quyết,numeric__Số đầu năm > Giá trị (VND),numeric__Số đầu năm > Tỷ lệ vốn nắm giữ,numeric__Số đầu năm > Tỷ lệ quyền biểu quyết
Công ty TNHH Chế biến thực phẩm Dabaco Công ty Cổ phần Transeco,Công ty TNHH Chế biến thực phẩm Dabaco Công ty Cổ phần Transeco,Công ty TNHH Chế biến thực phẩm Dabaco Công ty Cổ phần Transeco,(i),85.532.965.378,"49,65%","49,65%",79.346.165.215,"45,65%","45,65%",,85532965378.0,0.4965,0.4965,79346165215.0,0.45649999999999996,0.45649999999999996
Công ty TNHH Chế biến thực phẩm Dabaco Công ty Cổ phần Transeco,Công ty TNHH Chế biến thực phẩm Dabaco Công ty Cổ phần Transeco,Công ty TNHH Chế biến thực phẩm Dabaco Công ty Cổ phần Transeco,(ii),28.793.279.917,"33,33%","33,33%",25.971.258.779,"33,33%","33,33%",,28793279917.0,0.3333,0.3333,25971258779.0,0.3333,0.3333
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,114.326.245.295,,,105.317.423.994,,,,114326245295.0,,,105317423994.0,,
