row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuếĐiều chỉnh cho các khoản:,,78.978.068.397,979.684.614.453,,,78978068397.0,979684614453.0
02,02,02,Khấu hao tài sản cố định,,497.033.504.524,491.247.693.940,,,497033504524.0,491247693940.0
03,03,03,Các khoản dự phòng,,8.812.102.456,-,,,8812102456.0,
04,04,04,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(36.128.032),16.828.068,,,-36128032.0,16828068.0
05,05,05,Lãi từ hoạt động đầu tư,,(27.379.391.340),(48.307.396.613),,,-27379391340.0,-48307396613.0
06,06,06,Chi phí lãi vay,25,179.749.859.502,182.283.276.266,,25.0,179749859502.0,182283276266.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,737.158.015.507,1.604.925.016.114,,,737158015507.0,1604925016114.0
09,09,09,Tăng các khoản phải thu,,(26.390.778.491),(126.950.224.550),,,-26390778491.0,-126950224550.0
10,10,10,Tăng hàng tồn kho,,(1.012.472.587.319),(854.550.131.672),,,-1012472587319.0,-854550131672.0
11,11,11,Tăng các khoản phải trả,,1.003.093.575.992,383.222.277.231,,,1003093575992.0,383222277231.0
12,12,12,(Tăng)/giảm chi phí trả trước,,(76.141.932.073),5.699.930.640,,,-76141932073.0,5699930640.0
14,14,14,Tiền lãi vay đã trả,,(172.683.333.228),(177.922.684.767),,,-172683333228.0,-177922684767.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,16,(99.132.187.899),(202.106.291.302),,16.0,-99132187899.0,-202106291302.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,-,115.236.000,,,,115236000.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,20,(41.673.671.830),(46.060.596.000),,20.0,-41673671830.0,-46060596000.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,311.757.100.659,586.372.531.694,,,311757100659.0,586372531694.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(1.188.892.761.221),(296.475.395.074),,,-1188892761221.0,-296475395074.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ",,271.926.718.819,35.821.987.794,,,271926718819.0,35821987794.0
23,23,23,Tiền chi đầu tư vào khoản tiền gửi có kỳ hạn,,(72.378.963.777),(77.723.556.563),,,-72378963777.0,-77723556563.0
24,24,24,Tiền thu hồi lại khoản tiền gửi có kỳ hạn,,144.578.449.751,38.000.000.000,,,144578449751.0,38000000000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,27.082.773.044,28.189.315.611,,,27082773044.0,28189315611.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(817.683.783.384),(272.187.648.232),,,-817683783384.0,-272187648232.0
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
33,33,33,Tiền thu từ đi vay,,9.599.108.520.932,6.853.827.627.056,,,9599108520932.0,6853827627056.0
34,34,34,Tiền chi trả nợ gốc vay,,(8.463.725.054.367),(6.865.009.913.459),,,-8463725054367.0,-6865009913459.0
35,35,35,Tiền chi trả nợ gốc thuê tài chính,,(202.538.221.066),(108.131.977.530),,,-202538221066.0,-108131977530.0
36,36,36,Cổ tức đã trả cho chủ sở hữu,21.3,-,(227.400.608.400),,213.0,,-227400608400.0
40,40,40,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,932.845.245.499,(346.714.872.333),,,932845245499.0,-346714872333.0
