row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm > - Tăng giá trị đầu tư > Số cuối năm,Công ty Cổ phầnTranseco > Giá trị đầu tư: > 20.000.000.000 > - > 20.000.000.000,Công ty TNHHChế biến thựcphẩm Dabaco > Giá trị đầu tư: > 105.000.000.000 > 9.000.000.000 > 114.000.000.000,Đơn vị tính: VNDTổng cộng > Giá trị đầu tư: > 125.000.000.000 > 9.000.000.000 > 134.000.000.000,numeric__Công ty Cổ phầnTranseco > Giá trị đầu tư: > 20.000.000.000 > - > 20.000.000.000,numeric__Công ty TNHHChế biến thựcphẩm Dabaco > Giá trị đầu tư: > 105.000.000.000 > 9.000.000.000 > 114.000.000.000,numeric__Đơn vị tính: VNDTổng cộng > Giá trị đầu tư: > 125.000.000.000 > 9.000.000.000 > 134.000.000.000
Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,,,
Số đầu năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số đầu năm,Số đầu năm,5.971.258.779,(25.653.834.785),(19.682.576.006),5971258779.0,-25653834785.0,-19682576006.0
- Phần lợi nhuận/(lỗ)trong năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > - Phần lợi nhuận/(lỗ)trong năm,- Phần lợi nhuận/(lỗ)trong năm,2.822.021.138,(2.813.199.837),8.821.301,2822021138.0,-2813199837.0,8821301.0
Số cuối năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số cuối năm,Số cuối năm,8.793.279.917,(28.467.034.622),(19.673.754.705),8793279917.0,-28467034622.0,-19673754705.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,25.971.258.779,79.346.165.215,105.317.423.994,25971258779.0,79346165215.0,105317423994.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,28.793.279.917,85.532.965.378,114.326.245.295,28793279917.0,85532965378.0,114326245295.0
