row_label_raw,row_label_full,col_0,col_1,2025VND,2024VND,numeric__col_1,numeric__2025VND,numeric__2024VND
(ii),(ii),(ii),Doanh thu cung cấp dịch vụ,,,,,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Cảng Xanh VIP,10.812.000.000,10.484.000.000,,10812000000.0,10484000000.0
(ii),(ii) > (ii),(ii),Công ty Cổ phần VSC Green Logistics,1.932.000.000,1.932.000.000,,1932000000.0,1932000000.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,16.627.994.400,15.973.501.200,,16627994400.0,15973501200.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,1.932.000.000,1.932.000.000,,1932000000.0,1932000000.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Vận tải biển Ngõi sao Xanh,5.623.805.760,5.623.805.760,,5623805760.0,5623805760.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Viconship Hồ Chí Minh,420.000.000,-,,420000000.0,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Cảng VIMC Đình Vũ,17.300.472.988,-,,17300472988.0,
(ii),(ii) > (ii),(ii),,54.648.273.148,35.945.306.960,,54648273148.0,35945306960.0
(iii),(iii),(iii),Mua hàng hóa và dịch vụ,,,,,
(iii),(iii) > (iii),(iii),Công ty Cổ phần Container Miền Trung,591.507.409,354.731.481,,591507409.0,354731481.0
(iii),(iii) > (iii),(iii),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,7.982.171.557,7.578.449.851,,7982171557.0,7578449851.0
(iii),(iii) > (iii),(iii),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,332.216.000,1.182.938.000,,332216000.0,1182938000.0
(iii),(iii) > (iii),(iii),,8.905.894.966,9.116.119.332,,8905894966.0,9116119332.0
(iv),(iv),(iv),"Lợi nhuận được chia từ các công ty con, công ty liên kết (Thuyết minh 21)",,,,,
(iv),(iv) > (iv),(iv),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,125.286.569.579,52.970.723.446,,125286569579.0,52970723446.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần Cảng Xanh VIP,183.425.000.000,376.200.000.000,,183425000000.0,376200000000.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần Vận tải và Xếp dỡ Hải An,16.048.500.000,-,,16048500000.0,
(iv),(iv) > (iv),(iv),Công ty TNHH Một thành viên Vận tải biển Ngõi sao Xanh,13.265.837.683,11.102.379.796,,13265837683.0,11102379796.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần Vận tải biển Vinaship,8.161.944.000,-,,8161944000.0,
(iv),(iv) > (iv),(iv),Công ty TNHH Tuyến Container T.S. Hà Nội,2.075.417.792,-,,2075417792.0,
(iv),(iv) > (iv),(iv),Công ty Cổ phần Cảng Logistics Đà Nẵng,1.332.000.000,1.332.000.000,,1332000000.0,1332000000.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần VSC Green Logistics,-,9.648.000.000,,,9648000000.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần Container Miền Trung,-,2.616.900.000,,,2616900000.0
,,,,349.595.269.054,453.870.003.242,,349595269054.0,453870003242.0
