row_label_raw,row_label_full,Ông Nguyễn Xuân Dũng > Ông Nguyễn Đức Dũng > Ông Bùi Minh Hưng,Chủ tịch(từ ngày 25/4/2025) > Chủ tịch(đến ngày 25/4/2025) > Thành viên(từ ngày 25/4/2025) > Chủ tịch(đến ngày 15/5/2024),1.430.600.000 > 2.734.100.000 > -,- > 3.197.600.000 > 1.400.400.833,numeric__Chủ tịch(từ ngày 25/4/2025) > Chủ tịch(đến ngày 25/4/2025) > Thành viên(từ ngày 25/4/2025) > Chủ tịch(đến ngày 15/5/2024),numeric__1.430.600.000 > 2.734.100.000 > -,numeric__- > 3.197.600.000 > 1.400.400.833
Ông Tạ Công Thông,Ông Tạ Công Thông,Ông Tạ Công Thông,Thành viên,500.000.000,300.000.000,,500000000.0,300000000.0
Ông Ninh Văn Hiến,Ông Ninh Văn Hiến,Ông Ninh Văn Hiến,Thành viên,500.000.000,100.000.000,,500000000.0,100000000.0
Ông Phan Tuấn Linh,Ông Phan Tuấn Linh,Ông Phan Tuấn Linh,Thành viên(đến ngày 25/4/2025),500.000.000,-,,500000000.0,
Bà Trần Thị Phương Anh,Bà Trần Thị Phương Anh,Bà Trần Thị Phương Anh,Thành viên,500.000.000,-,,500000000.0,
Ông Cáp Trọng Cường,Ông Cáp Trọng Cường,Ông Cáp Trọng Cường,Thành viên(đến ngày 10/6/2024),-,757.761.896,,,757761896.0
Ông Văn Trần Hoàn,Ông Văn Trần Hoàn,Ông Văn Trần Hoàn,Thành viên(đến ngày 10/6/2024),-,250.000.000,,,250000000.0
