row_label_raw,row_label_full,Đặt cọc từ các công ty trong Tập đoàn cho các hợp đồng mua hàng hóa và cung cấp dịch vụ (Thuyết minh 28(b)),31/12/2025VND > 22.000.000.000,31/12/2024VND > -,numeric__31/12/2025VND > 22.000.000.000,numeric__31/12/2024VND > -
Khác,Khác,Khác,10.000.000,30.000.000,10000000.0,30000000.0
,,,22.010.000.000,30.000.000,22010000000.0,30000000.0
