row_label_raw,row_label_full,col_0,col_1,Tại ngày 31/12/2025 > Giá gốc VND,Tại ngày 31/12/2025 > Giá trị hợp lý VND,Tại ngày 31/12/2025 > Dự phòng VND,Tại ngày 31/12/2024 > Giá gốc VND,Tại ngày 31/12/2024 > Giá trị hợp lý VND,Tại ngày 31/12/2024 > Dự phòng VND,numeric__col_1,numeric__Tại ngày 31/12/2025 > Giá gốc VND,numeric__Tại ngày 31/12/2025 > Giá trị hợp lý VND,numeric__Tại ngày 31/12/2025 > Dự phòng VND,numeric__Tại ngày 31/12/2024 > Giá gốc VND,numeric__Tại ngày 31/12/2024 > Giá trị hợp lý VND,numeric__Tại ngày 31/12/2024 > Dự phòng VND
(a),(a),(a),Chứng khoán kinh doanh,,,,,,,,,,,,,
(a),(a) > (a),(a),Cổ phiếu niêm yết,673.108.854.306,665.519.234.000,(21.839.930.533),431.605.771.080,427.471.430.000,(26.064.875.167),,673108854306.0,665519234000.0,-21839930533.0,431605771080.0,427471430000.0,-26064875167.0
(b),(b),(b),Đầu tư nằm giữ đến ngày đáo hạn,,,,,,,,,,,,,
(b),(b) > (b),(b),Tiền gửi có kỳ hạn tại ngân hàng thương mại,-,-,-,1.000.000.000,(*),-,,,,,1000000000.0,,
(c),(c),(c),Đầu tư vào công ty con,,,,,,,,,,,,,
(c),(c) > (c),(c),Công ty TNHH Cảng Nam Hải Đình Vũ,3.238.441.422.609,(*),-,3.178.441.422.609,(*),-,,3238441422609.0,,,3178441422609.0,,
(c),(c) > (c),(c),Công ty Cổ phần Cảng xanh VIP,379.276.225.000,3.932.500.000.000,-,518.850.000.000,2.821.500.000.000,-,,379276225000.0,3932500000000.0,,518850000000.0,2821500000000.0,
(c),(c) > (c),(c),Công ty Cổ phần VSC Green Logistics,80.400.000.000,116.580.000.000,-,80.400.000.000,126.228.000.000,-,,80400000000.0,116580000000.0,,80400000000.0,126228000000.0,
(c),(c) > (c),(c),Công ty Cổ phần Container Miền Trung,19.825.000.000,32.711.250.000,-,19.825.000.000,42.524.625.000,-,,19825000000.0,32711250000.0,,19825000000.0,42524625000.0,
(c),(c) > (c),(c),Công ty TNHH Mốt thành viên Văn tải biển Ngõi sao Xanh,76.000.000.000,(*),-,76.000.000.000,(*),-,,76000000000.0,,,76000000000.0,,
(c),(c) > (c),(c),Công ty TNHH Mốt thành viên Trung tâm Logistics Xanh,620.000.000.000,(*),(83.885.722.833),620.000.000.000,(*),(90.096.824.132),,620000000000.0,,-83885722833.0,620000000000.0,,-90096824132.0
(c),(c) > (c),(c),Công ty TNHH Mốt thành viên Dịch vụ Cảng Xanh,110.000.000.000,(*),-,110.000.000.000,(*),-,,110000000000.0,,,110000000000.0,,
(c),(c) > (c),(c),Công ty TNHH Mốt thành viên Viconship Hồ Chí Minh,20.000.000.000,(*),(14.671.580.674),20.000.000.000,(*),(3.251.978.509),,20000000000.0,,-14671580674.0,20000000000.0,,-3251978509.0
(c),(c) > (c),(c),Công ty TNHH Hải An Green Shipping Line,600.000.000.000,(*),-,-,-,-,,600000000000.0,,,,,
,,,,5.143.942.647.609,(*),(98.557.303.507),4.623.516.422.609,(*),(93.348.802.641),,5143942647609.0,,-98557303507.0,4623516422609.0,,-93348802641.0
