row_label_raw,row_label_full,col_0,Hoạt động bán hàng hóa VND,Hoạt động cung cấp dịch vụ VND,Hoạt động đầu tư tài chính và hoạt động khác VND,Tổng cộng VND,numeric__Hoạt động bán hàng hóa VND,numeric__Hoạt động cung cấp dịch vụ VND,numeric__Hoạt động đầu tư tài chính và hoạt động khác VND,numeric__Tổng cộng VND
Doanh thu thuần của bộ phận,Doanh thu thuần của bộ phận,Doanh thu thuần của bộ phận,-,45.380.031.173,511.179.978.425,556.560.009.598,,45380031173.0,511179978425.0,556560009598.0
Tổng chi phí khấu hao TSCĐ và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao TSCĐ và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao TSCĐ và phân bổ chi phí trả trước dài hạn,-,(7.461.904.376),-,(7.461.904.376),,-7461904376.0,,-7461904376.0
Tổng chi phí phân bổ ngoại trừ chi phí khấu hao TSCĐ và phân bổ chi phí trả trước dài hạn,Tổng chi phí phân bổ ngoại trừ chi phí khấu hao TSCĐ và phân bổ chi phí trả trước dài hạn,Tổng chi phí phân bổ ngoại trừ chi phí khấu hao TSCĐ và phân bổ chi phí trả trước dài hạn,-,(12.424.617.498),(207.985.480.749),(220.410.098.247),,-12424617498.0,-207985480749.0,-220410098247.0
,,,-,25.493.509.299,303.194.497.676,328.688.006.975,,25493509299.0,303194497676.0,328688006975.0
Chi phí chung không phân bổ,Chi phí chung không phân bổ,Chi phí chung không phân bổ,,,,(68.834.145.418),,,,-68834145418.0
Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,,,,259.853.861.557,,,,259853861557.0
Tổng chi phí đã phát sinh để mua TSCĐ và thuê tài chính,Tổng chi phí đã phát sinh để mua TSCĐ và thuê tài chính,Tổng chi phí đã phát sinh để mua TSCĐ và thuê tài chính,,,,384.448.182,,,,384448182.0
