row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
300,300,300,NỘ PHẢI TRẢ,,5.252.105.913.271,2.027.435.980.174,,,5252105913271.0,2027435980174.0
310,310,310,Nợ ngắn hạn,,2.238.633.828.344,377.939.427.737,,,2238633828344.0,377939427737.0
311,311,311,Phải trả người bán ngắn hạn,,18.189.996.250,3.088.620.156,,,18189996250.0,3088620156.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.117.826.614,1.089.335.134,,,1117826614.0,1089335134.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,10(c),32.013.706.344,214.242.000,,,32013706344.0,214242000.0
314,314,314,Phải trả người lao động,,1.728.806.003,1.701.896.743,,,1728806003.0,1701896743.0
315,315,315,Chỉ phí phải trả ngắn hạn,11,100.680.102.977,40.848.112.220,,11.0,100680102977.0,40848112220.0
319,319,319,Phải trả ngắn hạn khác,12,164.433.004.027,110.785.417.543,,12.0,164433004027.0,110785417543.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,13(a),1.909.229.051.661,214.530.280.583,,,1909229051661.0,214530280583.0
322,322,322,"Quỹ khen thưởng, phúc lợi",14,11.241.334.468,5.681.523.358,,14.0,11241334468.0,5681523358.0
330,330,330,Nợ dài hạn,,3.013.472.084.927,1.649.496.552.437,,,3013472084927.0,1649496552437.0
337,337,337,Phải trả dài hạn khác,15,22.010.000.000,30.000.000,,15.0,22010000000.0,30000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,13(b),2.990.641.968.260,1.647.591.677.437,,,2990641968260.0,1647591677437.0
342,342,342,Dự phòng phải trả dài hạn,,820.116.667,1.874.875.000,,,820116667.0,1874875000.0
400,400,400,VỐN CHỦ SỞ HỮU,,4.532.099.912.349,3.852.289.681.578,,,4532099912349.0,3852289681578.0
410,410,410,Vốn chủ sở hữu,,4.532.099.912.349,3.852.289.681.578,,,4532099912349.0,3852289681578.0
411,411,411,Vốn góp của chủ sở hữu,"16,17",3.743.703.620.000,2.867.968.190.000,,16.17,3743703620000.0,2867968190000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.743.703.620.000,2.867.968.190.000,,,3743703620000.0,2867968190000.0
412,412,412,Thắng dư vốn cổ phần,17,-,39.403.521.246,,17.0,,39403521246.0
418,418,418,Quỹ đầu tư phát triển,17,27.265.771.003,646.734.369.757,,17.0,27265771003.0,646734369757.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",17,761.130.521.346,298.183.600.575,,17.0,761130521346.0,298183600575.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,44.061.781.075,38.332.228.520,,,44061781075.0,38332228520.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,717.068.740.271,259.851.372.055,,,717068740271.0,259851372055.0
440,440,440,TỔNG NGUỒN VỐN,,9.784.205.825.620,5.879.725.661.752,,,9784205825620.0,5879725661752.0
